Gene,Locus,Molecule D23580,Start,End,Strand,Product,Input 1 (for Macrophage) read counts,Input 2 (for MAcropahge) read counts,Macrophage 1 (output) read counts,Macrophage 2 (output) read counts,Log2 fold-change output (MAcrophage) vs. input,p-value
mtn,STMMW_02131,D23580,242054,242752,-,MTA/SAH nucleosidase,61,41,41,28,-0.396023785505946,0.797548121567575
dgt,STMMW_02141,D23580,242837,244354,+,dGTP triphosphohydrolase,8950,5342,6917,5183,-0.0422592873067444,0.792588107456459
htrA,STMMW_02151,D23580,244484,245911,+,heat shock protein HtrA,3267,1623,1336,875,-0.92668930766247,1.61E-19
cdaR,STMMW_02161,D23580,246064,247221,+,conserved hypothetical protein,2343,1222,1732,1211,-0.0613215747111427,0.829658658481834
yaeH,STMMW_02171,D23580,247310,247696,-,conserved hypothetical protein,929,465,672,430,-0.125478243517249,0.75452505323042
STMMW_02181,STMMW_02181,D23580,247943,249244,+,putative inner membrane protein,2661,1355,2408,1538,0.184760940400307,0.205367475237886
dapD,STMMW_02191,D23580,249281,250105,-,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",105,56,84,73,0.197026909944861,0.892010633340632
glnD,STMMW_02201,D23580,250135,252807,-,PII uridylyl-transferase,271,150,200,81,-0.431554343734214,0.48595296467514
map,STMMW_02211,D23580,253044,253838,-,methionine aminopeptidase,20,2,14,4,0.0542768807229063,0.995962181934004
rpsB,STMMW_02221,D23580,254289,255014,+,30S ribosomal protein S2,58,34,75,55,0.699083663174447,0.431386461899501
tsf,STMMW_02231,D23580,255272,256123,+,EF-Ts,49,27,19,15,-0.943504049348707,0.488372640959188
pyrH,STMMW_02241,D23580,256268,256993,+,UK,23,14,17,9,-0.347302381030435,0.922338101173073
frr,STMMW_02251,D23580,257140,257697,+,RRF,1,0,0,0,-1.16627486276434,NA
dxr,STMMW_02261,D23580,257838,259034,+,1-deoxy-D-xylulose 5-phosphate reductoisomerase,24,9,9,6,-0.869962635760396,0.756691093860875
uppS,STMMW_02271,D23580,259347,260105,+,undecaprenyl pyrophosphate synthetase,1,2,2,0,-0.772799672563302,NA
cdsA,STMMW_02281,D23580,260118,260975,+,phosphatidate cytidylyltransferase,19,15,11,11,-0.452401235691086,0.894261072254765
yaeL,STMMW_02291,D23580,260987,262339,+,putative membrane protein,54,42,12,21,-1.31733637074008,0.227255662438265
yaeT,STMMW_02301,D23580,262371,264785,+,outer membrane protein precursor,14,26,14,13,-0.549864938724365,0.84541579347105
hlpA,STMMW_02311,D23580,264908,265393,+,outer membrane protein OmpH precursor,289,144,192,96,-0.39724216605477,0.486436644122126
lpxD,STMMW_02321,D23580,265397,266422,+,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,59,31,43,23,-0.259209802360548,0.906928748960632
fabZ,STMMW_02331,D23580,266528,266983,+,(3R)-hydroxymyristol acyl carrier protein dehydrase,50,103,53,37,-0.803670756051894,0.464125818412019
lpxA,STMMW_02341,D23580,266987,267775,+,UDP-N-acetylglucosamine acyltransferase,4,3,6,1,0.0371150385426428,NA
lpxB,STMMW_02351,D23580,267775,268923,+,lipid-A-disaccharide synthase,25,9,18,18,0.393286196952381,0.903485879758008
rnhB,STMMW_02361,D23580,268920,269516,+,RNase HII,269,119,172,158,0.0381653373836268,0.980055856644447
dnaE,STMMW_02371,D23580,269540,273022,+,"DNA polymerase III, alpha chain",99,110,140,117,0.395064808427803,0.650236681348167
accA,STMMW_02381,D23580,273035,273994,+,acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,41,91,57,52,-0.29481975014985,0.888015402372921
STMMW_02391,STMMW_02391,D23580,274174,275937,+,putative secreted chitinase,2431,1334,1951,1428,0.0549367336890636,0.840541635694896
ldcC,STMMW_02401,D23580,276013,278154,+,lysine decarboxylase,2799,1481,2047,1454,-0.0754723792110218,0.736280806985039
yaeR,STMMW_02411,D23580,278210,278599,+,conserved hypothetical protein,690,367,513,396,0.00413046111793475,0.99720355301793
mesJ,STMMW_02421,D23580,278743,279954,+,cell cycle protein MesJ,102,147,151,118,0.149073474407022,0.924479175495423
rof,STMMW_02431,D23580,280038,280298,-,ROF protein,254,123,175,124,-0.105165169325908,0.923824075518199
yaeP,STMMW_02441,D23580,280285,280503,-,conserved hypothetical protein,369,230,272,216,-0.0990865884964297,0.906797038630438
yaeQ,STMMW_02451,D23580,280683,281228,+,conserved hypothetical protein,692,398,623,416,0.124395074867014,0.769207536657278
yaeJ,STMMW_02461,D23580,281225,281647,+,putative release factor,502,228,397,238,0.0224893583051318,0.986877397488556
cutF,STMMW_02471,D23580,281679,282380,+,copper homeostasis protein CutF precursor (lipoprotein nlpE),1138,582,953,540,-0.00691005728928052,0.995404859470407
proS,STMMW_02481,D23580,282454,284172,-,prolyl-tRNA synthetase,11,10,9,7,-0.265559531629528,0.960636587960065
yaeB,STMMW_02491,D23580,284283,284990,-,conserved hypothetical protein,867,454,556,463,-0.142016320743821,0.724937289512883
rcsF,STMMW_02501,D23580,284987,285391,-,RcsF protein,1127,583,837,574,-0.0625750196524948,0.89508536600112
metQ,STMMW_02511,D23580,285510,286325,-,putative lipoprotein precursor,1706,948,1172,941,-0.110586657271385,0.681388231585597
yaeE,STMMW_02521,D23580,286364,287017,-,putative ABC transporter permease protein,1673,847,1280,766,-0.0958070667316341,0.773305503697535
abc,STMMW_02531,D23580,287010,288041,-,putative ABC transporter ATP-binding protein,1827,970,1427,1029,0.0276473524400371,0.9507646572299
yaeD,STMMW_02532,D23580,288231,288797,+,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",89,46,10,2,-3.3340354719533,0.0000898
dkgB,STMMW_02541,D23580,295056,295859,+,hypothetical oxidoreductase,344,195,301,201,0.093518141640921,0.913190593133334
yafC,STMMW_02551,D23580,295880,296794,-,hypothetical transcriptional regulator,521,245,356,253,-0.0961398647549975,0.894835492713994
STMMW_02561,STMMW_02561,D23580,296899,298074,+,putative drug efflux protein,667,392,495,359,-0.112446312965669,0.821734662199577
yafD,STMMW_02571,D23580,298227,299006,+,Hypothetical UPF0294 protein <ORFName>,421,212,302,252,0.0469562253593561,0.965956783736938
yafE,STMMW_02581,D23580,299084,299854,+,putative methyltransferase,578,344,416,389,0.026349999792671,0.979418192004189
dniR,STMMW_02591,D23580,299910,301277,-,membrane-bound lytic murein transglycosylase D precursor,917,465,796,566,0.20053412957685,0.45720662137078
gloB,STMMW_02601,D23580,301349,302104,-,probable hydroxyacylglutathione hydrolase,329,206,295,216,0.121764313192348,0.87165841331205
yafS,STMMW_02611,D23580,302139,302861,+,conserved hypothetical protein,483,277,435,302,0.153666831365352,0.75452505323042
rnhA,STMMW_02621,D23580,302858,303325,-,RNase H,251,135,130,67,-0.788735623478019,0.0724592834650208
dnaQ,STMMW_02631,D23580,303389,304120,+,DNA polymerase III epsilon subunit,6,6,18,9,1.24655445786635,0.630926282503452
sciA,STMMW_02641,D23580,304652,305707,-,conserved hypothetical pathogenicity island protein,728,398,643,444,0.154845311852691,0.671814563371088
sciB,STMMW_02651,D23580,305718,306713,-,type VI secretion protein,869,427,681,482,0.0704515999514531,0.896379857615802
sciC,STMMW_02661,D23580,306710,308593,-,type VI system protein,1437,730,1245,824,0.147356822737896,0.543809634541837
sciD,STMMW_02671,D23580,308609,309103,-,putative type VI system cytoplasmic protein,278,116,223,153,0.183280762392817,0.823208950868408
sciE,STMMW_02691,D23580,309100,309924,-,putative type VI secretion system protein,473,316,399,311,0.030089014535582,0.978364845122825
sciF,STMMW_02701,D23580,309911,310813,-,conserved hypothetical protein,853,445,577,478,-0.0664364925075607,0.913058505992089
sciG,STMMW_02711,D23580,311181,313820,+,type VI system ATPase,1849,1204,1622,1207,0.0715446297640211,0.826771554628813
sciH,STMMW_02731,D23580,313920,314462,+,putative type VI secretion system protein,212,101,177,78,-0.109793497007259,0.93595294291927
sciI,STMMW_02741,D23580,314486,315979,+,type VI system secreted protein,847,441,600,472,-0.0373489823603338,0.956059231607371
STMMW_02751,STMMW_02751,D23580,316042,316152,+,invasol,185,118,106,103,-0.323599804805137,0.683797651629069
sciJ,STMMW_02771,D23580,316165,316611,+,putative exported protein,583,341,397,302,-0.199120124284223,0.627326135170772
sciK,STMMW_02791,D23580,316865,317350,+,putative hemolysin-coregulated protein,573,307,342,226,-0.426425599996586,0.13603764994368
STMMW_02811,STMMW_02811,D23580,317655,318140,+,conserved hypothetical protein,212,99,170,84,-0.0918142737797964,0.948518471706885
STMMW_02831,STMMW_02831,D23580,318125,318508,+,putative periplasmic protein,46,18,13,6,-1.51994711144145,0.286000024470918
sciK1,STMMW_02841,D23580,318651,319136,+,putative hemolysin-coregulated protein,268,165,197,166,-0.0495077663580661,0.971189843271751
sciN,STMMW_02851,D23580,319203,319739,+,putative lipoprotein,139,73,96,97,0.116285071935007,0.937879524585791
sciO,STMMW_02861,D23580,319743,321086,+,putative type VI secretion protein,972,704,892,615,-0.000249208384399391,0.999604006776961
sciP,STMMW_02871,D23580,321083,322387,+,putative type VI system protein,919,592,824,559,0.0467931188123146,0.935243552499153
sciQ,STMMW_02881,D23580,322392,323165,+,putative inner membrane protein,831,513,556,425,-0.260050027100796,0.331572650598382
sciR,STMMW_02891,D23580,323356,323799,+,putative shiga-like toxin A subunit,136,109,72,57,-0.77717343845726,0.200138678224898
sciS,STMMW_02901,D23580,323833,327702,+,type VI system protein,2335,1326,1843,1400,0.0338619441370785,0.924479175495423
sciT,STMMW_02911,D23580,327702,328490,+,conserved hypothetical protein,463,224,380,268,0.144408868719386,0.800813182424408
sciU,STMMW_02921,D23580,328487,328903,+,conserved hypothetical periplasmic protein,736,362,448,399,-0.123514074830807,0.815923492140571
sciV,STMMW_02931,D23580,328927,329448,+,conserved hypothetical pathogenicity island protein,1144,717,883,677,-0.0626535809120723,0.894835492713994
vgrS,STMMW_02941,D23580,329845,332034,+,putative type VI system protein,1349,685,1080,799,0.111216859597796,0.713534535434667
sciW,STMMW_02951,D23580,332058,332504,+,conserved hypothetical protein,494,288,453,322,0.184575282924618,0.667644550816727
rhs,STMMW_02961,D23580,332523,336617,+,putative Rhs family protein,3218,1932,2448,1947,-0.025286919034747,0.944827142442206
STMMW_02971,STMMW_02971,D23580,336611,336874,+,conserved hypothetical protein,177,163,105,80,-0.760736641926224,0.140422161014238
STMMW_02981,STMMW_02981,D23580,336890,337804,+,,1164,715,1033,630,-0.00435362621142785,0.99633393380724
sciX,STMMW_02991,D23580,337801,338247,+,conserved hypothetical cytoplasmic protein,87,67,58,51,-0.330807639982789,0.792107932967786
STMMW_03011,STMMW_03011,D23580,338431,338562,+,conserved hypothetical protein,9,8,7,2,-0.873674991156678,0.842126810940079
sciY,STMMW_03021,D23580,338765,339244,+,putative phosphotriesterase (pseudogene),9,6,1,1,-2.71296044369879,NA
STMMW_03041,STMMW_03041,D23580,339300,339575,-,hypothetical protein,579,328,398,267,-0.251034395809987,0.48595296467514
STMMW_03051,STMMW_03051,D23580,340016,340324,+,conserved hypothetical pathogenicity island protein,13,14,8,2,-1.43126708839957,0.597127784138127
STMMW_03061,STMMW_03061,D23580,340361,340674,-,conserved hypothetical cytoplasmic protein (pseudogene),752,485,530,418,-0.194521159184674,0.583257718707231
STMMW_03071,STMMW_03071,D23580,340727,340924,+,putative transposase,439,208,335,283,0.185053998670179,0.742111434356992
STMMW_03081,STMMW_03081,D23580,341004,341469,+,putative IS1400 transposase B (pseudogene),612,339,382,287,-0.29562940175054,0.349422719775382
safA,STMMW_03091,D23580,342181,342693,+,lipoprotein,471,311,282,202,-0.517040437818527,0.077597309155428
safB,STMMW_03101,D23580,342801,343514,+,salmonella atypical fimbria chaperone,968,549,826,568,0.0769319505465643,0.863781128460271
safC,STMMW_03111,D23580,343538,346048,+,salmonella atypical fimbria outer membrane usher,2702,1559,2227,1440,-0.0273829829085637,0.941927326694958
safD,STMMW_03121,D23580,346070,346540,+,fimbrial structural subunit,406,220,288,205,-0.134241370660292,0.840461107581989
ybeJ,STMMW_03131,D23580,346946,347767,+,conserved hypothetical protein,1156,754,928,697,-0.0508023393366504,0.922587137242988
STMMW_03132,STMMW_03132,D23580,347892,348107,+,conserved hypothetical protein,450,215,293,265,0.00418257082724478,0.99720355301793
STMMW_03133,STMMW_03133,D23580,348248,348379,+,putative transposase,144,79,70,66,-0.477698318235603,0.559112823605152
sinR,STMMW_03151,D23580,348582,349529,+,LysR-family transcriptional regulator,326,218,190,146,-0.515411784343761,0.182424048222831
STMMW_03161,STMMW_03161,D23580,349646,349861,+,conserved hypothetical protein,160,76,72,48,-0.748211632799205,0.234559318991849
pagN,STMMW_03171,D23580,349865,350584,-,possible outer membrane adhesin,1139,698,888,681,-0.0314399741348945,0.957202055586018
sciZ,STMMW_03181,D23580,350915,351322,-,probable secreted protein,542,370,411,330,-0.118689842529336,0.840311834054998
yafV,STMMW_03191,D23580,351693,352460,-,possible hydrolase,316,159,238,184,0.0606878650957354,0.954045946399255
fadE,STMMW_03201,D23580,352569,355013,-,possible acyl-CoA dehydrogenase,1642,933,1245,995,0.012853399049306,0.985728805285676
gmhA,STMMW_03211,D23580,355253,355831,+,phosphoheptose isomerase,11,3,2,3,-1.09609178780109,0.83566190913359
yafJ,STMMW_03221,D23580,356044,356811,+,conserved hypothetical protein,803,462,498,431,-0.225792027105217,0.484628839228689
yafK,STMMW_03231,D23580,356782,357522,-,putative exported protein,558,313,484,335,0.112711359638329,0.83566190913359
dbh,STMMW_03241,D23580,357772,358827,+,DNA polymerase IV,2030,1182,1458,1111,-0.117759453784616,0.595620423355243
STMMW_03251,STMMW_03251,D23580,359046,360175,+,release factor H-coupled RctB family protein (pseudogene),1259,692,954,666,-0.0623068838893689,0.888015402372921
prfH,STMMW_03261,D23580,360175,360789,+,putative peptide chain release factor,276,142,161,130,-0.290575646882894,0.646395653768132
pepD,STMMW_03271,D23580,360945,362402,-,aminoacyl-histidine dipeptidase precursor,1033,525,626,454,-0.305136043582128,0.16659107841063
gpt,STMMW_03281,D23580,362651,363109,+,xanthine-guanine phosphoribosyltransferase,380,200,353,193,0.101655781187405,0.906928748960632
frsA,STMMW_03291,D23580,363198,364442,+,conserved hypothetical protein,1405,691,1114,849,0.139816288438841,0.607654690640838
crl,STMMW_03301,D23580,364500,364901,+,curlin genes transcriptional activator,821,463,654,463,0.00182105237019841,0.997995876868187
phoE,STMMW_03311,D23580,364952,366004,-,outer membrane pore protein E precursor,1588,1040,1190,1028,-0.0488293904916529,0.922668727185208
proB,STMMW_03321,D23580,366287,367390,+,glutamate 5-kinase,1058,939,801,669,-0.314536512879141,0.733293956933614
proA,STMMW_03331,D23580,367402,368652,+,gamma-glutamyl phosphate reductase,537,291,161,85,-1.56620163773844,0.00000000195
int,STMMW_03341,D23580,368858,369853,-,BTP1 integrase,661,361,505,364,-0.0237523075836521,0.979418192004189
xis,STMMW_03351,D23580,369898,370248,-,BTP1 excisionase,274,148,189,131,-0.190892014247348,0.797649043454211
EaC,STMMW_03361,D23580,370259,370852,-,BTP1 predicted prophage protein,730,397,541,359,-0.121740034254959,0.783972175833124
EaG,STMMW_03371,D23580,370924,371208,-,BTP1 predicted prophage protein,275,146,190,175,0.0344113850974094,0.981992258371418
EaA,STMMW_03381,D23580,371201,372166,-,BTP1 predicted prophage protein,1060,637,872,558,-0.0658150780359441,0.892797717153349
EaD,STMMW_03391,D23580,372177,372932,-,BTP1 predicted prophage protein,314,180,208,205,-0.024361262023132,0.987380816499634
EaF,STMMW_03411,D23580,372932,373576,-,BTP1 predicted prophage protein,355,174,221,180,-0.15830922613115,0.829658658481834
EaE,STMMW_03421,D23580,373573,373983,-,BTP1 predicted prophage protein,739,365,514,526,0.180589246491753,0.699882269382917
STMMW_03422,STMMW_03422,D23580,373980,374150,-,BTP1 predicted prophage protein,270,156,125,81,-0.858060448460585,0.0226723407916102
abc2,STMMW_03431,D23580,374161,374454,-,BTP1 anti-RecBCD,448,243,240,181,-0.499059383308592,0.11818071268313
abc1,STMMW_03441,D23580,374501,374785,-,BTP1 anti-RecBCD,458,259,284,147,-0.562521875831684,0.0877252598574264
erf,STMMW_03451,D23580,374785,375492,-,BTP1 predicted prophage protein,2150,1188,1439,1067,-0.202571260435558,0.178439770289086
arf,STMMW_03461,D23580,375489,375632,-,BTP1 predicted prophage protein,85,38,50,15,-0.751820878858572,0.533490603079807
kil,STMMW_03471,D23580,375622,375810,-,BTP1 kil,302,184,153,114,-0.670464039135358,0.0677102495176418
cIII,STMMW_03481,D23580,375791,375973,-,BTP1 regulatory protein cIII,308,170,137,79,-0.958181644883019,0.00620122083389937
STMMW_03491,STMMW_03491,D23580,376060,376206,-,BTP1 predicted prophage protein,44,24,11,7,-1.71741127372209,0.16608964716968
STMMW_03501,STMMW_03501,D23580,376267,376566,-,BTP1 predicted prophage protein,1432,781,996,713,-0.163060324732215,0.473780062004791
ral,STMMW_03511,D23580,376606,376806,-,BTP1 antirestriction protein,327,175,316,180,0.172638644897317,0.795272017787068
N,STMMW_03521,D23580,376885,377217,-,BTP1 antitermination protein,286,151,258,160,0.136794311355457,0.870062296742665
STMMW_03522,STMMW_03522,D23580,377620,377790,+,BTP1 predicted prophage protein,111,74,93,60,-0.110007953834157,0.948518471706885
st313-td,STMMW_03531,D23580,377826,378749,-,BTP1 putative virulence associated protein,1725,1006,1292,947,-0.0862493722279822,0.756691093860875
cI,STMMW_03541,D23580,378838,379563,-,BTP1 repressor protein cI,99,46,18,15,-1.88431622329943,0.0090675410617656
cro,STMMW_03551,D23580,379638,379853,+,BTP1 antirepressor protein,276,166,176,155,-0.20399818394681,0.776435150611862
cII,STMMW_03561,D23580,379964,380245,+,BTP1 transcriptioanl activator cII,273,152,206,136,-0.115296916155533,0.907880547361767
O,STMMW_03571,D23580,380419,381252,+,BTP1 replication protein,740,404,558,377,-0.0872055005850855,0.871248698993895
P,STMMW_03581,D23580,381249,382625,+,BTP1 replication associated protein,1131,562,889,667,0.109047445942795,0.755510732712212
STMMW_03582,STMMW_03582,D23580,382622,382891,+,BTP1 predicted prophage protein,375,218,244,147,-0.419192799229005,0.291214058857281
STMMW_03601,STMMW_03601,D23580,382963,383235,+,BTP1 predicted prophage protein,620,310,387,338,-0.113617614723319,0.851671304646769
STMMW_03602,STMMW_03602,D23580,383245,383454,+,BTP1 predicted prophage protein,401,218,237,207,-0.249022912851091,0.631341656206848
STMMW_03611,STMMW_03611,D23580,383451,383759,+,BTP1 predicted prophage protein,332,159,184,161,-0.256298063213202,0.682829293868076
STMMW_03621,STMMW_03621,D23580,383756,383950,+,BTP1 predicted prophage protein,216,119,164,110,-0.0884177458108766,0.942657690305258
ninB,STMMW_03631,D23580,383907,384353,+,BTP1 predicted prophage protein,396,200,250,175,-0.266854953115401,0.597127784138127
ninE,STMMW_03641,D23580,384490,384672,+,BTP1 predicted prophage protein,180,175,155,141,-0.135393033631882,0.913190593133334
ninF,STMMW_03651,D23580,384669,384839,+,BTP1 predicted prophage protein,219,130,174,130,0.000141358496147508,0.999806412302661
