"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore","DE_rec"
"SL1344_0165","SL1344_0165","DeoR C terminal sensor domain","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.841345192708445,-0.271959291371781,-0.208464402207789,"FDR>=0.05"
"SL1344_0166","speD","Catalyzes the decarboxylation of S-adenosylmethionine to S-adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.988369206293153,-0.226909685463721,-0.173932619462106,"FDR>=0.05"
"SL1344_0167","speE","Catalyzes the irreversible transfer of a propylamine group from the amino donor S-adenosylmethioninamine (decarboxy- AdoMet) to putrescine (1,4-diaminobutane) to yield spermidine","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.657840025321541,0.498221889183281,0.38190101088859,"FDR>=0.05"
"SL1344_0169","cueO","Multicopper oxidase","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Phox-spleen",0.415629229281767,-0.766753440716614,-0.587737954653089,"FDR>=0.05"
"SL1344_0170","gcd","PQQ-like domain","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.884286176366815,0.24359851803565,0.186725076333517,"FDR>=0.05"
"SL1344_0174","yadH","ABC-2 type transporter","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-spleen",0.936595255894611,-0.113210681774747,-0.0867791535294376,"FDR>=0.05"
"SL1344_0177","stiB","Pili assembly chaperone PapD, C-terminal domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.985878723822165,-0.0339983065565784,-0.0260606527419775,"FDR>=0.05"
"SL1344_0178","stiA","cell adhesion","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.988369206293153,-0.179460249447532,-0.137561299827031,"FDR>=0.05"
"SL1344_0179","yadI","PTS system fructose IIA component","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.38186371591038,0.840973076201429,0.644629380812421,"FDR>=0.05"
"SL1344_0180","yadE","Polysaccharide deacetylase","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.863167430913746,-0.224227823486698,-0.171876897258154,"FDR>=0.05"
"SL1344_0181","panD","Catalyzes the pyruvoyl-dependent decarboxylation of aspartate to produce beta-alanine","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.988369206293153,0.183317442309073,0.140517946022222,"FDR>=0.05"
"SL1344_0182","panC","Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",6.98e-09,-3.94069265489096,-3.02065112187488,"Attenuated"
"SL1344_0185","pcnB","Adds poly(A) tail to the 3' end of many RNAs, which usually targets these RNAs for decay. Plays a significant role in the global control of gene expression, through influencing the rate of transcript degradation, and in the general RNA quality control","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.000221300361519767,-3.08380993307993,-2.36382655278772,"Attenuated"
"SL1344_0187","dksA","Transcription factor that acts by binding directly to the RNA polymerase (RNAP). Required for negative regulation of rRNA expression and positive regulation of several amino acid biosynthesis promoters. Also required for regulation of fis expression","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",1.55e-05,-3.46743713849191,-2.65788753391275,"Attenuated"
"SL1344_0189","ligT","Hydrolyzes RNA 2',3'-cyclic phosphodiester to an RNA 2'- phosphomonoester","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Phox-spleen",0.705407049356621,0.428224118153812,0.328245761899182,"FDR>=0.05"
"SL1344_0190","hrpB","ATP-dependent helicase C-terminal","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.232638220925292,1.02194763496358,0.783351441076933,"FDR>=0.05"
"SL1344_0191","mrcB","Cell wall formation. Synthesis of cross-linked peptidoglycan from the lipid intermediates. The enzyme has a penicillin-insensitive transglycosylase N-terminal domain (formation of linear glycan strands) and a penicillin-sensitive transpeptidase C-terminal domain (cross-linking of the peptide subunits)","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.0286764253586422,-2.12286415480831,-1.62723474078877,"Attenuated"
"SL1344_0192","fhuA","TonB-dependent Receptor Plug Domain","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.0106994552015211,1.71644631916377,1.31570410424802,"Amplified"
"SL1344_0193","fhuC","ABC transporter","Chromosome","HP","Coenzyme transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.905362041743132,-0.685535221666926,-0.525481918475127,"FDR>=0.05"
"SL1344_0194","fhuD","Periplasmic binding protein","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.935137128960497,0.532969414586793,0.408535960828729,"FDR>=0.05"
"SL1344_0195","fhuB","FecCD transport family","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.879033293161107,-0.656901554745278,-0.503533412036058,"FDR>=0.05"
"SL1344_0196","stfA","Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.777249788794076,-0.388268645952879,-0.297618775098018,"FDR>=0.05"
"SL1344_0197","stfC","PapC C-terminal domain","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.526926571481008,-0.637949413803455,-0.489006066005457,"FDR>=0.05"
"SL1344_0198","stfD","Pili assembly chaperone PapD, C-terminal domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.995125012877387,0.0803325420622513,0.0615771399990378,"FDR>=0.05"
"SL1344_0199","stfE","Fimbrial protein","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.713954908043653,0.783608284080243,0.600657663438848,"FDR>=0.05"
"SL1344_0201","stfG","Fimbrial protein","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.999304589921669,-0.0402738738797481,-0.0308710505921134,"FDR>=0.05"
"SL1344_0202","SL1344_0202","Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.654822105813789,-0.509992384447086,-0.390923424671484,"FDR>=0.05"
"SL1344_0204","clcA","Probably acts as an electrical shunt for an outwardly- directed proton pump that is linked to amino acid decarboxylation, as part of the extreme acid resistance (XAR) response","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.884380058163345,0.612062654793247,0.469163141298087,"FDR>=0.05"
"SL1344_0206","yadS","UPF0126 domain","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.856514510008469,0.235078394901868,0.180194163685298,"FDR>=0.05"
"SL1344_0207","btuF","Part of the ABC transporter complex BtuCDF involved in vitamin B12 import. Binds vitamin B12 and delivers it to the periplasmic surface of BtuC","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.77418015484077,0.363604357731364,0.27871290843671,"FDR>=0.05"
"SL1344_0209","dgt","dGTPase preferentially hydrolyzes dGTP over the other canonical NTPs","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.0414221769498713,1.43915153392857,1.10314989678625,"Amplified"
"SL1344_0210","htrA","Trypsin","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-spleen",7.25e-10,-4.75203894315871,-3.64257074121977,"Attenuated"
"SL1344_0211","cdaR","Putative sugar diacid recognition","Chromosome","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling","Phox-spleen",0.955106764811192,0.507802674732065,0.389244950939449,"FDR>=0.05"
"SL1344_0213","SL1344_0213","Sugar (and other) transporter","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.988369206293153,0.266228050121487,0.20407124551465,"FDR>=0.05"
"SL1344_0231","rnhB","Endonuclease that specifically degrades the RNA of RNA- DNA hybrids","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.988369206293153,-0.241417199869986,-0.185053034958735,"FDR>=0.05"
"SL1344_0234","SL1344_0234","Repeats in polycystic kidney disease 1 (PKD1) and other proteins","Chromosome","MU","Cell wall/membrane/envelop biogenesis; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.776905935295621,-0.364669901578596,-0.279529677593664,"FDR>=0.05"
"SL1344_0235","ldcC","Orn/Lys/Arg decarboxylase, N-terminal domain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.98048630995855,-0.317737764506809,-0.243554882065794,"FDR>=0.05"
"SL1344_0236","yaeR","Glyoxalase-like domain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.999304589921669,0.0462395497638847,0.0354439079880825,"FDR>=0.05"
"SL1344_0247","yaeE","Binding-protein-dependent transport system inner membrane component","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.303922147586818,0.886856921166234,0.679800631124686,"FDR>=0.05"
"SL1344_0248","abc","Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.960906097861678,0.43751843593225,0.335370116392968,"FDR>=0.05"
"SL1344_0250","dkgB","Catalyzes the reduction of 2,5-diketo-D-gluconic acid","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.999304589921669,0.0125519714176401,0.00962143710887423,"FDR>=0.05"
"SL1344_0251","yafC","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.988369206293153,0.270747566076831,0.207535580883179,"FDR>=0.05"
"SL1344_0252","SL1344_0252","Uncharacterised MFS-type transporter YbfB","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.910848066697923,0.587438009669148,0.450287662179572,"FDR>=0.05"
"SL1344_0253","yafD","Endonuclease/Exonuclease/phosphatase family","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.988369206293153,-0.272704133415778,-0.209035344464102,"FDR>=0.05"
"SL1344_0254","yafE","Putative S-adenosyl-L-methionine-dependent methyltransferase","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Phox-spleen",0.935137128960497,0.579050086506774,0.443858084506423,"FDR>=0.05"
"SL1344_0255","dniR","Transglycosylase SLT domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.717630673606149,0.799289498351234,0.612677752704435,"FDR>=0.05"
"SL1344_0256","gloB","Thiolesterase that catalyzes the hydrolysis of S-D- lactoyl-glutathione to form glutathione and D-lactic acid","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.916201632554859,-0.57855044108022,-0.443475092314331,"FDR>=0.05"
"SL1344_0257","yafS","Methyltransferase domain","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Phox-spleen",0.319580270426435,0.830872960729142,0.63688735985208,"FDR>=0.05"
"SL1344_0260","sciA","Type VI secretion-associated protein, impa family","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.642938433432013,0.859032906236537,0.658472745579453,"FDR>=0.05"
"SL1344_0261","sciB","Pfam:T6SS_VasB","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.940472229646142,0.109338770049521,0.0838112249136171,"FDR>=0.05"
"SL1344_0262","sciC","Pfam:T6SS_VipB","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.71111741540279,0.41822226420806,0.320579061146824,"FDR>=0.05"
"SL1344_0263","sciD","Gene 25-like lysozyme","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.653322910392574,0.536081566953822,0.410921512649738,"FDR>=0.05"
"SL1344_0264","sciE","ImpE protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.988369206293153,-0.257136447123938,-0.197102277569357,"FDR>=0.05"
"SL1344_0265","sciF","-","Chromosome","-","no category","no theme","Phox-spleen",0.457816730126062,0.691786035678776,0.530273342219908,"FDR>=0.05"
"SL1344_0266","sciG","AAA domain (Cdc48 subfamily)","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-spleen",0.98048630995855,0.348837423273459,0.267393640215789,"FDR>=0.05"
"SL1344_0268","sciI","Type VI secretion protein, EvpB/VC_A0108, tail sheath","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.914034636585733,-0.14633754471451,-0.11217182036911,"FDR>=0.05"
"SL1344_0270","sciJ","conserved hypothetical protein (SPI-6 associated)","Chromosome",NA,"no category","no theme","Phox-spleen",0.795187359084799,-0.348896203242675,-0.267438696705982,"FDR>=0.05"
"SL1344_0271","sciK","Type VI secretion system effector, Hcp","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.845062419134578,-0.24120737372388,-0.184892197349933,"FDR>=0.05"
"SL1344_0272","SL1344_0272","Type VI secretion system (T6SS), amidase effector protein 4","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.0943165751455872,1.25531514969915,0.962234167269813,"FDR>=0.05"
"SL1344_0273","SL1344_0273","Type VI secretion system (T6SS), amidase immunity protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.314750877075111,0.93619632773819,0.717620666043989,"FDR>=0.05"
"SL1344_0275","sciN","Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.926990998338825,0.133403606207631,0.102257594804583,"FDR>=0.05"
