"s1480_tag","old_locus","locus_tag","s1480geneID","gene_name","gene_function","type","SPI","model","DE","logFC","logCPM","LR","PValue","FDR","zscore"
"STM14_2172","STM14_2172","SL1344_1724","treA","treA","trehalase","protein_coding","-","HeLa","FDR>=0.1",1.24493281259393,8.44247481966948,28.2557327577507,0.00219788342678007,0.0754185846325206,0.768566685945826
"STM14_3627","STM14_3627","SL1344_2983","mutH","mutH","DNA mismatch repair protein","protein_coding","-","HeLa","Attenuated",-1.9079303102768,5.70558975972998,28.1698375032018,0.00221404065782331,0.0754185846325206,-1.17787213956528
"STnc4240","STnc4240","ncRNA0373","STnc4240","STnc4240","Antisense",NA,"-","HeLa","Attenuated",-6.37756469947929,5.2999383136124,51.0615367893668,0.00222190758337104,0.0754185846325206,-3.93722754826503
"STM14_2765","STM14_2765","SL1344_2214","-","SL1344_2214","hypothetical protein","protein_coding","-","HeLa","Attenuated",-1.88638615714308,4.32283105085264,28.103862972771,0.00222656030263248,0.0754185846325206,-1.16457172832381
"STM14_1014","STM14_1014","SL1344_0840","deoR","deoR","DNA-binding transcriptional repressor DeoR","protein_coding","-","HeLa","Amplified",1.41800060010911,8.21339567558902,28.0205951086471,0.00224249909260488,0.0754185846325206,0.875411115258739
"STM14_2836","STM14_2836","SL1344_2267","pmrF","pmrF","undecaprenyl phosphate 4-deoxy-4-formamido-L-arabinose transferase","protein_coding","-","HeLa","Amplified",1.86928621933996,9.76362938372481,27.9666629235401,0.00225290524535241,0.0754185846325206,1.15401497988384
"STM14_2595","STM14_2595","SL1344_2078","wcaK","wcaK","putative pyruvyl transferase","protein_coding","-","HeLa","Amplified",1.26738344892743,8.03523818206827,27.830981581963,0.00227937613608577,0.0754185846325206,0.782426719989158
"STM14_3983","STM14_3983","SL1344_3270","yhbY","yhbY","RNA-binding protein YhbY","protein_coding","-","HeLa","Attenuated",-2.15502097207968,5.0954145071235,27.7841764555606,0.0022886054829593,0.0754185846325206,-1.3304150311566
"STM14_4064","STM14_4064","SL1344_3342","cafA","cafA","ribonuclease G","protein_coding","-","HeLa","Attenuated",-2.72394374147024,13.0445742671458,27.6433142269952,0.0023166893579,0.0758450783903341,-1.6816428910108
"STM14_2935","STM14_2935","SL1344_2355","yfcN","yfcN","hypothetical protein","protein_coding","-","HeLa","Attenuated",-1.96206825528402,5.15583946082443,27.4650994916599,0.00235289430042936,0.0761110296952794,-1.21129452232939
"STM14_2573","STM14_2573","SL1344_2056","wzzB","wzzB","lipopolysaccharide O-antigen chain length regulator","protein_coding","-","HeLa","Amplified",1.47590916789559,9.30543721949893,27.4538636188532,0.00235520255595295,0.0761110296952794,0.911161314451249
"STM14_2585","STM14_2585","SL1344_2068","rfbG","rfbG","CDP glucose 4,6-dehydratase","protein_coding","-","HeLa","Amplified",2.45404919845225,9.93895614586354,27.0561392826454,0.00243892791533567,0.0773765901668426,1.51502188754476
"STM14_2331","STM14_2331","SL1344_1851","cheY","cheY","chemotaxis regulatory protein CheY","protein_coding","-","HeLa","Amplified",2.47842305815481,7.12009067744453,27.0309166190932,0.00244437285769494,0.0773765901668426,1.53006923498857
"STM14_2569","STM14_2569","SL1344_2052","hisH","hisH","imidazole glycerol phosphate synthase subunit HisH","protein_coding","-","HeLa","Amplified",2.27177235253534,7.07592813694587,26.9766004015609,0.00245615448922499,0.0773765901668426,1.40249219118377
"STM14_4491","STM14_4491","SL1344_3695","radC","radC","DNA repair protein RadC","protein_coding","-","HeLa","Attenuated",-1.71922222123522,6.62740095743927,26.8330938735736,0.00248765518154092,0.0778791550271153,-1.06137207696056
"STM14_2587","STM14_2587","SL1344_2070","rfbI","rfbI","CDP-6-deoxy-delta-3,4-glucoseen reductase","protein_coding","-","HeLa","Amplified",3.4511274473498,10.5505670995634,26.6279507509229,0.00253364462938275,0.0779875154062992,2.13057408251595
"STM14_4806","STM14_4806","SL1344_3945","dsbA","dsbA","periplasmic protein disulfide isomerase I","protein_coding","-","HeLa","Attenuated",-6.252257074253,6.87712630901187,53.8562826968017,0.00262307721417649,0.0796302652473336,-3.85986813957273
"STM14_5329","STM14_5329","SL1344_4368","pmbA","pmbA","peptidase PmbA","protein_coding","-","HeLa","FDR>=0.1",-1.22811286648365,8.16296097494412,26.0954272320239,0.00265853877283833,0.0797519102547252,-0.758182792044893
"STM14_2099","STM14_2099","SL1344_1667","yciA","yciA","acyl-CoA thioester hydrolase","protein_coding","-","HeLa","Amplified",1.50825696628732,7.5177957794301,26.0938220657127,0.00265892773258916,0.0797519102547252,0.931131420432932
"STM14_3639","STM14_3639","SL1344_2992","lysR","lysR","DNA-binding transcriptional regulator LysR","protein_coding","-","HeLa","Attenuated",-1.80332237629181,4.77145748442563,25.8964108687847,0.00270735859180117,0.0799604949248873,-1.11329180853603
"STM14_2437","STM14_2437","SL1344_1937","-","SL1344_1937","hypothetical protein","protein_coding","-","HeLa","Amplified",1.49769074152958,7.15730757795345,25.7678846072141,0.00273953499003145,0.0799604949248873,0.924608298652493
"STM14_4475","STM14_4475","SL1344_3680","rfaK","rfaK","putative hexose transferase","protein_coding","-","HeLa","Amplified",4.95647746946759,11.3846603870464,25.6018849181893,0.00278186536501805,0.0799604949248873,3.05991088365377
"STM14_0081","STM14_0081","SL1344_0069","caiF","caiF","DNA-binding transcriptional activator CaiF","protein_coding","-","HeLa","Amplified",2.42309411293089,7.61337297981431,25.4271511380877,0.00282738734947937,0.0799604949248873,1.49591158114778
"STM14_1553","STM14_1553","SL1344_1218","yeaJ","yeaJ","putative methyl-accepting chemotaxis protein","protein_coding","-","HeLa","Amplified",1.9254204054041,9.0982071012258,25.3998998992108,0.00283457780806414,0.0799604949248873,1.18866975395288
"STM14_4791","STM14_4791","SL1344_3938","yigZ","yigZ","hypothetical protein","protein_coding","-","HeLa","Attenuated",-1.70827520041355,7.98463181715931,25.3858110180754,0.00283830500347484,0.0799604949248873,-1.05461386846226
"STM14_3092","STM14_3092","SL1344_2483","yfgM","yfgM","putative inner membrane protein","protein_coding","-","HeLa","Attenuated",-5.83083030314211,3.91967286579689,38.8822192476336,0.00284029587250394,0.0799604949248873,-3.5996978126563
"STM14_2055","STM14_2055","SL1344_1632","yciW","yciW","putative cytoplasmic protein","pseudogene","-","HeLa","Amplified",1.36138961118787,8.97881849136403,25.3571861929196,0.00284589816778057,0.0799604949248873,0.840461984106306
"STM14_1968","STM14_1968","SL1344_1557","-","adhC","alcohol dehydrogenase class III","protein_coding","-","HeLa","FDR>=0.1",1.15365149543233,8.32759016405154,25.3392713529426,0.0028506643746909,0.0799604949248873,0.71221362117803
"STM14_1054","STM14_1054","SL1344_0877","ybjE","ybjE","putative inner membrane protein","protein_coding","-","HeLa","Amplified",1.89375929279953,9.22371197403379,25.3138648106134,0.00285744232213113,0.0799604949248873,1.1691235775314
"STM14_2335","STM14_2335","SL1344_1855","cheW","cheW","purine-binding chemotaxis protein","protein_coding","-","HeLa","Amplified",1.37033056971199,7.55605748984333,25.1294837176096,0.00290729272352842,0.0801585707335589,0.845981738098286
"STM14_1748","STM14_1748","SL1344_1382","pdxY","pdxY","pyridoxamine kinase","protein_coding","-","HeLa","Amplified",1.39188670010901,7.34454467325953,25.0708274511658,0.00292339863947184,0.0801585707335589,0.859289543574578
"STM14_1515","STM14_1515","SL1344_1191","-","SL1344_1191","putative ABC transporter periplasmic binding protein","protein_coding","-","HeLa","Amplified",1.57911616598351,9.28408064734809,25.052223094457,0.00292853233065308,0.0801585707335589,0.974876769361283
"STM14_4440","STM14_4440","SL1344_3647","selB","selB","selenocysteinyl-tRNA-specific translation factor","protein_coding","-","HeLa","Attenuated",-2.3128481375483,7.30887768163705,24.9421434543053,0.00295915942328784,0.0805566823437435,-1.42785057168485
"STM14_0541","STM14_0541","SL1344_0451","cof","cof","putative hydrolase","protein_coding","-","HeLa","Amplified",1.29238277757905,7.79706128683547,24.8563337055679,0.00298333612987861,0.0807059995456506,0.797860204413601
"STM14_996","STM14_996","SL1344_0828","yliG","rimO","putative FeS oxidoreductase","protein_coding","-","HeLa","FDR>=0.1",1.13879865893233,8.75742012720176,24.3977199718326,0.00311720084390806,0.0833598990312134,0.703044134109956
"STM14_1946","STM14_1946","SL1344_1538","tehB","tehB","tellurite resistance protein TehB","protein_coding","-","HeLa","Amplified",1.57627979670551,7.03643109534236,24.3595711937094,0.00312870054259695,0.0833598990312134,0.973125719895754
"STM14_1432","STM14_1432","SL1344_2591","-","gpO","phage replication protein O","protein_coding","-","HeLa","Amplified",1.44591277609447,8.51041631317001,24.2400134069729,0.00316511551028466,0.0838839343439994,0.89264286333188
"STM14_5263","STM14_5263","SL1344_4314","yjfQ","yjfQ","transcriptional repressor UlaR","protein_coding","-","HeLa","Attenuated",-1.8291531191241,6.54241265588454,23.9656591019498,0.00325088047466626,0.0857034752505438,-1.12923857145633
"STM14_3494","STM14_3494","SL1344_2874","invB","invB","secretion chaperone","protein_coding","SPI-1","HeLa","Attenuated",-2.17794842833237,6.56897601995035,23.4612463379469,0.00341698150494269,0.0868437504696388,-1.34456943281671
"STM14_3467","STM14_3467","SL1344_2848","orgC","orgC","putative cytoplasmic protein","protein_coding","SPI-1","HeLa","Attenuated",-2.6588852777152,5.87142677416756,23.4287066018556,0.003428088597198,0.0868437504696388,-1.6414786609615
"STM14_4847","STM14_4847","SL1344_3979","-","SL1344_3979","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",1.15364426571454,7.85353918989274,23.4032173533515,0.00343682332518363,0.0868437504696388,0.712209157868696
"STM14_2800","STM14_2800","SL1344_2238","yojN","yojN","phosphotransfer intermediate protein in two-component regulatory system with RcsBC","protein_coding","-","HeLa","FDR>=0.1",1.21491739564558,9.7298206368229,23.1324409388216,0.00353150643178559,0.0868437504696388,0.750036489538512
"STM14_0497","STM14_0497","SL1344_0414","pgpA","pgpA","phosphatidylglycerophosphatase A","protein_coding","-","HeLa","Attenuated",-2.69540516842904,3.70576561965236,22.8670344717852,0.00362777984772454,0.0868437504696388,-1.66402443298478
"STM14_3654","STM14_3654","SL1344_3004","-","STM3025.1N","hypothetical protein","protein_coding","-","HeLa","Attenuated",-2.15834135681302,5.58348922070577,22.7779767516455,0.00366088217038273,0.0868437504696388,-1.332464890446
"STM14_3022","STM14_3022","SL1344_2427","eutN","eutN","putative detox protein","protein_coding","-","HeLa","Amplified",1.91961336214929,6.78288521032324,22.7087418347879,0.00368690023817436,0.0868437504696388,1.18508474121618
"IsrF","IsrF","ncRNA0031","IsrF","IsrF","Overlap",NA,"-","HeLa","Amplified",2.01563614623198,4.8344677729652,22.6891369184705,0.00369431321932631,0.0868437504696388,1.24436497882511
"STM14_0300","STM14_0300","SL1344_0250","dkgB","dkgB","2,5-diketo-D-gluconate reductase B","protein_coding","-","HeLa","Amplified",1.35496039061127,8.12749027840269,22.6859137242075,0.00369553390421047,0.0868437504696388,0.836492866494668
"STM14_0751","STM14_0751","SL1344_0631","cobC","cobC","alpha ribazole-5'-P phosphatase","protein_coding","-","HeLa","Amplified",1.75954085431022,8.76053576492857,22.6596092076712,0.00370551641520847,0.0868437504696388,1.08626302520359
"STM14_2390","STM14_2390","SL1344_1898","fliF","fliF","flagellar MS-ring protein","protein_coding","-","HeLa","Attenuated",-1.63980657920725,6.88977817280438,22.5544930207777,0.00374577514038495,0.0868437504696388,-1.01234435740153
"STM14_2642","STM14_2642","SL1344_2118","fbaB","fbaB","fructose-bisphosphate aldolase","protein_coding","-","HeLa","Amplified",1.39574437426687,8.00878447544454,22.5341117673836,0.00375364963485875,0.0868437504696388,0.861671101689982
"STM14_3697","STM14_3697","SL1344_3036","ygfE","ygfE","Z-ring-associated protein","protein_coding","-","HeLa","Amplified",2.04939352629713,7.58974006581386,22.5089035488052,0.00376342018181421,0.0868437504696388,1.26520529844752
"STM14_1990","STM14_1990","SL1344_1576","ydbH","ydbH","hypothetical protein","protein_coding","-","HeLa","Amplified",1.60919470030906,9.61662169491201,22.4683928130976,0.00377919431985568,0.0868437504696388,0.993445931657301
"STM14_1258","STM14_1258","SL1344_1047","hpaA","hpaA","4-hydroxyphenylacetate catabolism","protein_coding","-","HeLa","Amplified",1.64168676139719,8.15588977644419,22.4602514453898,0.00378237524253337,0.0868437504696388,1.01350509907375
"STM14_0872","STM14_0872","SL1344_0732","ybgF","ybgF","hypothetical protein","protein_coding","-","HeLa","Attenuated",-2.10132370266905,4.71279543367475,22.456868940554,0.00378369789309004,0.0868437504696388,-1.29726470209645
"STM14_2700","STM14_2700","SL1344_2168","galS","galS","DNA-binding transcriptional regulator GalS","protein_coding","-","HeLa","Amplified",1.64359372162718,7.43301229688132,22.4537570222906,0.00378491529142424,0.0868437504696388,1.01468237232847
"STM14_2721","STM14_2721","SL1344_2181","fruA","fruA","fructose-specific PTS system IIBC component","protein_coding","-","HeLa","Amplified",1.25798584886277,8.12981434403164,22.4384936003838,0.00379089412410727,0.0868437504696388,0.776625055622636
"STM14_5059","STM14_5059","SL1344_4143","-","SL1344_4143","putative cytoplasmic protein","protein_coding","-","HeLa","Attenuated",-1.5474600206989,7.00901489203049,22.4221577986164,0.00379730722668836,0.0868437504696388,-0.955333659544361
"STM14_1726","STM14_1726","SL1344_1361","ydhB","ydhB","putative DNA-binding transcriptional regulator","protein_coding","-","HeLa","Amplified",3.31926098574362,7.35574403218187,22.382207738378,0.00381305296058087,0.0868437504696388,2.04916553712393
"STM14_3509","STM14_3509","SL1344_2886","pphB","pphB","serine/threonine-specific protein phosphatase 2","protein_coding","-","HeLa","Amplified",1.31749768490786,7.40469158672136,22.3641653270638,0.00382019316344209,0.0868437504696388,0.813365042022726
"SsrS","SsrS","ncRNA0089","SsrS","SsrS","Overlap",NA,"-","HeLa","Amplified",2.14078998729604,7.48452642653521,22.351680194244,0.00382514472442284,0.0868437504696388,1.32162944794901
"STM14_4672","STM14_4672","SL1344_3842","mioC","mioC","flavodoxin","protein_coding","-","HeLa","Attenuated",-2.13667525782852,4.71697228441516,22.2702354704345,0.00385766012764059,0.0868437504696388,-1.31908919520732
"STM14_3572","STM14_3572","SL1344_2944","-","SL1344_2944","flavodoxin","protein_coding","-","HeLa","Attenuated",-2.50752639476233,4.8924180586538,22.1872436687405,0.00389118023763819,0.0868437504696388,-1.54803635316566
"STM14_0901","STM14_0901","SL1344_0753","galE","galE","UDP-galactose-4-epimerase","protein_coding","-","HeLa","Amplified",2.69521737697028,8.92010746645715,22.1866251845089,0.00389143152249691,0.0868437504696388,1.66390849880934
"STM14_0721","STM14_0721","SL1344_0608","citX","citX","2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo- citrate lyase","protein_coding","-","HeLa","Amplified",3.68653541399732,5.57681084342614,42.8504509997827,0.00392799739887286,0.0868437504696388,2.27590459267782
"STM14_4752","STM14_4752","SL1344_3905","uvrD","uvrD","DNA-dependent helicase II","protein_coding","-","HeLa","Attenuated",-1.3699236459393,8.43701740888518,22.0786947855689,0.00393562215144899,0.0868437504696388,-0.845730521283816
"STM14_3601","STM14_3601","SL1344_2966","-","SL1344_2966","putative integral membrane protein","protein_coding","-","HeLa","Amplified",2.891286282177,8.46750754973301,21.8508139970828,0.00403118725064783,0.087686232128639,1.78495280511031
"STM14_3698","STM14_3698","SL1344_3037","ygfA","ygfA","putative ligase","protein_coding","-","HeLa","FDR>=0.1",1.20003186460631,7.78219794324816,21.8068752632893,0.00404997484640821,0.087686232128639,0.740846818301911
"STM14_2365","STM14_2365","SL1344_1877","uvrY","sirA","response regulator","protein_coding","-","HeLa","Amplified",1.7421475136558,8.16598298303174,21.772130463047,0.00406491547490561,0.087686232128639,1.07552514276603
"STM14_2310","STM14_2310","SL1344_1834","yebC","yebC","hypothetical protein","protein_coding","-","HeLa","Attenuated",-4.46005873542159,5.62330922243287,27.8119843402838,0.00406795936948701,0.087686232128639,-2.75344382181113
"STM14_5476","STM14_5476","SL1344_4486","rimI","rimI","ribosomal-protein-alanine N-acetyltransferase","protein_coding","-","HeLa","Amplified",1.4200640116109,7.25530379377035,21.7399123724862,0.00407883651147392,0.087686232128639,0.87668497463784
"STM14_5136","STM14_5136","SL1344_4206","-","SL1344_4206","putative transcriptional regulator","protein_coding","-","HeLa","Attenuated",-1.40242815123495,8.29609651861979,21.624307737352,0.00412932382882831,0.0878959439356308,-0.865797371205888
