"locus_tag","gene_name","gene_function","DNA_molecule","SPI","COG","description","theme","model","DE","logFC","logCPM","F","PValue","FDR","zscore","DE_rec"
"SL1344_0089","apaH","bis(5'-nucleosyl)-tetraphosphatase","Chromosome","-","T","Signal transduction mechanisms","Cellular processes and signaling","Macrophage-SL1344","Attenuated",-1.36999977408843,3.53550098494524,45.4069904561623,8.24789138007782e-09,3.97814963029006e-07,-5.00772341754935,"Attenuated"
"SL1344_3708","spoT","guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase; CG Site No. 156","Chromosome","-","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling","Macrophage-SL1344","Amplified",0.435369633362195,6.63757933125418,45.0320998671749,9.1814181105913e-09,4.38412714780735e-07,1.59139493999436,"Amplified"
"SL1344_3567","SL1344_3567","gntR family regulatory protein","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","Attenuated",-0.591127661843507,6.06993019642163,46.5727226990353,1.07351369149474e-08,5.07527512563106e-07,-2.1607330825617,"Attenuated"
"SL1344_1346","ssaL","Type III secretion system apparatus","Chromosome","SPI-2","S","Function Unknown","Poorly characterised","Macrophage-SL1344","Attenuated",-0.46272385560905,6.76048066762594,44.488989755186,1.08445617593335e-08,5.07674337262917e-07,-1.69138209466785,"Attenuated"
"SL1344_0915","aroA","3-phosphoshikimate 1-carboxyvinyltransferase","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","Attenuated",-0.450459703106566,6.93476570485249,45.1019838557965,1.27892425848188e-08,5.92899352839901e-07,-1.64655326706899,"Attenuated"
"SL1344_1278","ydiV","conserved hypothetical protein","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","Attenuated",-0.419040579872619,6.83630389060491,43.411704463769,1.46639467858198e-08,6.73272556752784e-07,-1.53170778887744,"Attenuated"
"SL1344_3092","SL1344_3092","hypothetical hydrolase","Chromosome","SPI-13","C","Energy production and conversion","Metabolism","Macrophage-SL1344","Amplified",0.27172363768585,9.54116162632917,43.401181751678,2.06448753551113e-08,9.30698828687736e-07,0.993224122570765,"FDR>=0.05"
"SL1344_2322","hisQ","histidine transport system permease protein","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","Attenuated",-0.641454076530896,5.64095321109,43.3801407069792,2.06605394431204e-08,9.30698828687736e-07,-2.34468987592616,"Attenuated"
"SL1344_1348","ssaV","Type III secretion system apparatus","Chromosome","SPI-2","U","Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","Attenuated",-0.5695107824777,8.04053238228114,74.4763931226528,2.38296561249561e-08,1.06342624295949e-06,-2.08171748339015,"Attenuated"
"SL1344_3018","recJ","single-stranded DNA-specific exonuclease","Chromosome","-","L","Replication, recombination and repair ","Information storage and processing","Macrophage-SL1344","Attenuated",-0.389917135056713,7.15517303703189,40.9988187408672,2.98852533158007e-08,1.32131559799026e-06,-1.425253642415,"Attenuated"
"SL1344_3319","yhcB","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","Attenuated",-0.768650321805907,4.98904341773379,41.147684095261,3.07660300609518e-08,1.34777792239491e-06,-2.80962689864344,"Attenuated"
"SL1344_1328","ssaC","outer membrane secretory protein","Chromosome","SPI-2","NU","Cell motility;Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","Attenuated",-0.636240179563028,5.47416886386543,40.1634735809275,3.84024449794888e-08,1.66701522524599e-06,-2.32563165822677,"Attenuated"
"SL1344_4525","arcA","global response regulator","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","Amplified",0.618152508072783,5.96569251951979,42.898762370796,3.93868956263633e-08,1.69434618572869e-06,2.25951627791519,"Amplified"
"SL1344_4076","yijC","possible TetR-family trancriptional regulatory protein","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","Attenuated",-0.533804249578495,6.08610855299304,40.176065345995,4.34493571341633e-08,1.8466176189174e-06,-1.95120035167907,"Attenuated"
"SL1344_3076","yggT","integral membrane protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","Attenuated",-0.653088846577135,5.95659947937735,46.1718783294353,4.37000609293543e-08,1.8466176189174e-06,-2.38721813871884,"Attenuated"
"SL1344_3468","envZ","two-component sensor kinase EnvZ","Chromosome","-","T","Signal transduction mechanisms","Cellular processes and signaling","Macrophage-SL1344","Attenuated",-0.315157344197806,8.1882281286488,40.5670840530173,5.9232666285697e-08,2.48101738170353e-06,-1.15198618467082,"Attenuated"
"SL1344_1531","ugtL","hypothetical membrane protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","Amplified",0.509055097135011,5.87786983407798,38.5158999654264,6.33942258299726e-08,2.63223850728799e-06,1.86073543876461,"Amplified"
"SL1344_2054","hisF","Imidazole glycerol phosphate synthase subunit hisF","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","Amplified",0.493853091298937,6.09672826287366,38.3076663403664,6.75838551751004e-08,2.78200783156125e-06,1.80516795469719,"Amplified"
"SL1344_P2_0036","ycjA","ParB-like partition protein","pCol1B9","-","K","Transcription","Information storage and processing","Macrophage-SL1344","Amplified",0.248482322644337,9.05755295846254,38.0063029120029,7.4161660495814e-08,3.02668315271378e-06,0.908270767256917,"FDR>=0.05"
"SL1344_0302","pagN","possible outer membrane adhesin","Chromosome","SPI-6","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","Amplified",0.27114091373712,8.44584332851607,37.5530829934343,8.5328688800316e-08,3.45291939848736e-06,0.991094107355278,"FDR>=0.05"
"SL1344_1530","pdgL","D-alanyl-D-alanine dipeptidase","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","Amplified",0.355834146110998,7.25719327019908,37.4553319086285,8.79576574253937e-08,3.52939339669122e-06,1.30067100735792,"Amplified"
"SL1344_P1_0059","tlpA","alpha-helical coiled coil protein","pSLT","-","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Macrophage-SL1344","Amplified",0.315527702786728,8.54773374149898,41.7359132500969,9.49252916494359e-08,3.77723556355047e-06,1.1533399464843,"Amplified"
"SL1344_2050","hisC","histidinol-phosphate aminotransferase (imidazole)","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","Amplified",0.415860218769667,7.02304884383867,39.0004567000314,1.08586174357873e-07,4.28511555833754e-06,1.52008270026593,"Amplified"
"SL1344_4387","mgtA","Mg(2+) transport ATPase, P-type","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","Amplified",0.284219694331246,7.86139505135841,36.4614638226603,1.19973384876053e-07,4.69567961297666e-06,1.03890062316129,"FDR>=0.05"
"SL1344_1292","aroD","3-dehydroquinate dehydratase","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","Attenuated",-0.671965463519186,5.06550104602118,36.197510505116,1.30359316329219e-07,5.06069703635788e-06,-2.45621733017325,"Attenuated"
"SL1344_4301","rnr","ribonuclease R (RNase R)","Chromosome","-","J","Translation, ribosomal structure and biogenesis","Information storage and processing","Macrophage-SL1344","Attenuated",-0.370001119701313,7.22376502106684,36.623084409276,1.35962497300828e-07,5.23565261783432e-06,-1.35245516582702,"Attenuated"
"SL1344_P2_0001","repY","regulator of repZ translation","pCol1B9","-","-","no category","no theme","Macrophage-SL1344","Attenuated",-1.59946727706578,3.10316310540252,37.4448937525282,1.6894659180246e-07,6.45375980685399e-06,-5.84648982463935,"Attenuated"
"SL1344_2196","yejF","hypothetical ABC-transporter ATP-binding protein","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","Attenuated",-0.446851402860948,6.25928551039547,35.3351685775754,1.71276136687838e-07,6.49082184670179e-06,-1.63336394399078,"Attenuated"
"SL1344_4264","fxsA","FxsA protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","Attenuated",-0.505109307039022,5.86198209143051,34.9064622389938,1.96368251329843e-07,7.38313700866142e-06,-1.84631249809109,"Attenuated"
"SL1344_2471","guaA","GMP synthase [glutamine-hydrolyzing]","Chromosome","-","F","Nucleotide transport and metabolism","Metabolism","Macrophage-SL1344","Attenuated",-2.29869181552723,2.13707622577596,34.8702058407144,1.98658012292342e-07,7.41087506793699e-06,-8.40234652009638,"Attenuated"
"SL1344_3676","rfaD","ADP-L-Glycero-D-mannoheptose-6-epimerase","Chromosome","-","F","Nucleotide transport and metabolism","Metabolism","Macrophage-SL1344","Attenuated",-2.40965989583484,2.33654498749117,38.6719231659322,2.23254598844775e-07,8.26388146886669e-06,-8.80796516680504,"Attenuated"
"SL1344_3947","polA","DNA polymerase I","Chromosome","-","L","Replication, recombination and repair ","Information storage and processing","Macrophage-SL1344","Attenuated",-1.0482815249019,3.97718232338221,34.5616695312131,2.25745638004137e-07,8.29181093438273e-06,-3.83175533290033,"Attenuated"
"SL1344_1735","dsbB","Disulfide bond formation protein B","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","Attenuated",-0.598621817711248,5.28834888818618,34.3253442739609,2.36604787148865e-07,8.62433479874681e-06,-2.18812626943914,"Attenuated"
"ncRNA0178","STnc510","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","Amplified",0.39413781942541,6.84411527122089,34.4058210930197,2.56906057966672e-07,9.29338202114285e-06,1.44068139674822,"Amplified"
"SL1344_1345","ssaK","Type III secretion system apparatus","Chromosome","-","NU","Cell motility;Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","Attenuated",-0.792839149110598,4.81280166317185,34.6087134475995,2.7504509520566e-07,9.87473932035359e-06,-2.89804367011142,"Attenuated"
"SL1344_3680","rfaK","lipopolysaccharide 1,2-N-acetylglucosaminetransferase","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","Attenuated",-0.3784058806225,10.814138264373,53.5196765850074,3.18916906734293e-07,1.13643897735541e-05,-1.38317686292506,"Attenuated"
"SL1344_3776","hslT","heat shock protein A","Chromosome","-","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Macrophage-SL1344","Amplified",0.390640744384373,6.69536614630952,33.074433965704,3.5493499601165e-07,1.2554182266338e-05,1.42789863217617,"Amplified"
"SL1344_0401","yajC","hypothetical membrane protein","Chromosome","-","U","Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","Attenuated",-2.10872653557908,1.96887213093191,33.1229464117592,3.66626212435208e-07,1.28723541498391e-05,-7.70797152901243,"Attenuated"
"SL1344_4255","phoN","nonspecific acid phosphatase precursor","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","Amplified",0.285824572186414,7.79204888016725,32.9082422820827,3.74751593573212e-07,1.30615975132269e-05,1.0447668901269,"FDR>=0.05"
"SL1344_1677","oppA","periplasmic oligopeptide-binding protein precursor (OppA)","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","Attenuated",-0.271217403005516,8.15034821721166,32.7903623911146,3.89499885191091e-07,1.3477260520199e-05,-0.991373696525862,"FDR>=0.05"
"SL1344_1109","flgM","negative regulator of flagellin synthesis (anti-sigma factor)","Chromosome","-","N","Cell motility","Cellular processes and signaling","Macrophage-SL1344","Attenuated",-1.24914762871643,3.40144853753691,32.7501721257277,3.94664618066032e-07,1.35577233903979e-05,-4.56597581299728,"Attenuated"
"SL1344_3595","dppB","dipeptide transport system permease protein DppB","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","Attenuated",-0.340721632713576,7.1882090332367,32.4941892024954,4.29269496002931e-07,1.46411560243857e-05,-1.24543064260045,"Attenuated"
"SL1344_2049","hisD","histidinol dehydrogenase","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","Amplified",0.441739976659903,6.96903770204771,37.1118988890149,5.37244788184676e-07,1.81939281105094e-05,1.6146802849361,"Amplified"
"SL1344_4343","ytfN","hypothetical exported protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","Attenuated",-0.286543521246165,8.29412849987948,33.7512030438843,5.4201011753555e-07,1.82260444452975e-05,-1.04739484533583,"FDR>=0.05"
"SL1344_3341","yhdP","possible exported protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","Attenuated",-0.25097504818412,8.27059037944658,31.1542090822543,6.6932718694281e-07,2.23499113122512e-05,-0.917382360043419,"FDR>=0.05"
"SL1344_4466","SL1344_4466","PTS transport system, IIA component","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","Amplified",0.313666335379684,7.64512834201521,32.0807416513464,7.02872420310171e-07,2.33070542151463e-05,1.14653614014125,"Amplified"
"SL1344_2208","oafA","hypothetical lipopolysaccharide modification acyltransferase","Chromosome","-","I","Lipid transport and metabolism","Metabolism","Macrophage-SL1344","Amplified",0.245597692148032,11.5057372282466,30.9043401299252,7.44270607724373e-07,2.4509601047475e-05,0.897726654797529,"FDR>=0.05"
"SL1344_3685","rfaB","lipopolysaccharide 1,6-galactosyltransferase","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","Amplified",0.249011628691814,10.5024948113131,34.2702541200187,7.88622364727091e-07,2.57922725450127e-05,0.91020552545114,"FDR>=0.05"
"SL1344_4299","purA","adenylosuccinate synthetase","Chromosome","-","F","Nucleotide transport and metabolism","Metabolism","Macrophage-SL1344","Attenuated",-1.64106996654075,2.4381762081961,30.570401801944,8.14080959601686e-07,2.63485466966883e-05,-5.99855901928973,"Attenuated"
"SL1344_1344","SL1344_1344","hypothetical pathogenicity island protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","Attenuated",-0.715225298258423,4.70848020124636,30.5609787092191,8.16666997091072e-07,2.63485466966883e-05,-2.61434384344741,"Attenuated"
"SL1344_0526","purK","phosphoribosylaminoimidazole carboxylase ATPase subunit","Chromosome","-","F","Nucleotide transport and metabolism","Metabolism","Macrophage-SL1344","Attenuated",-0.556005603250653,5.35130179399623,30.5367386701025,8.23358533734225e-07,2.63861543528921e-05,-2.03235236410136,"Attenuated"
"ncRNA0088","SsrA","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","Attenuated",-1.34167500113074,2.90219778875068,30.4724824155283,8.41373039442576e-07,2.67837084222553e-05,-4.90418863490213,"Attenuated"
