"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore","DE"
"SL1344_0166","speD","Catalyzes the decarboxylation of S-adenosylmethionine to S-adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.862446270117149,0.348708221594447,0.153649919922127,"FDR>=0.05"
"SL1344_0167","speE","Catalyzes the irreversible transfer of a propylamine group from the amino donor S-adenosylmethioninamine (decarboxy- AdoMet) to putrescine (1,4-diaminobutane) to yield spermidine","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.973444048592459,-0.0882117851243302,-0.038868408833516,"FDR>=0.05"
"SL1344_0169","cueO","Multicopper oxidase","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Balb/c",0.693623942557928,-0.524631951155839,-0.231166494770618,"FDR>=0.05"
"SL1344_0170","gcd","PQQ-like domain","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.404575765316808,0.883808056589961,0.389428836809912,"FDR>=0.05"
"SL1344_0174","yadH","ABC-2 type transporter","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Balb/c",0.231705334219748,1.09617177727158,0.48300182034296,"FDR>=0.05"
"SL1344_0177","stiB","Pili assembly chaperone PapD, C-terminal domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.377949674322795,0.912850177784556,0.402225551425686,"FDR>=0.05"
"SL1344_0178","stiA","cell adhesion","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.652603338257165,-0.561455934906286,-0.247392100604053,"FDR>=0.05"
"SL1344_0179","yadI","PTS system fructose IIA component","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.790799160381339,-0.409380952892607,-0.180383904749881,"FDR>=0.05"
"SL1344_0180","yadE","Polysaccharide deacetylase","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.956156006591899,-0.137152130592013,-0.0604327990497473,"FDR>=0.05"
"SL1344_0181","panD","Catalyzes the pyruvoyl-dependent decarboxylation of aspartate to produce beta-alanine","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.917196047890508,0.247568591890757,0.10908516623244,"FDR>=0.05"
"SL1344_0182","panC","Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.199669512448053,-1.07197853267452,-0.472341646980836,"FDR>=0.05"
"SL1344_0185","pcnB","Adds poly(A) tail to the 3' end of many RNAs, which usually targets these RNAs for decay. Plays a significant role in the global control of gene expression, through influencing the rate of transcript degradation, and in the general RNA quality control","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.135829568401222,-1.35169662239569,-0.595592718865264,"FDR>=0.05"
"SL1344_0187","dksA","Transcription factor that acts by binding directly to the RNA polymerase (RNAP). Required for negative regulation of rRNA expression and positive regulation of several amino acid biosynthesis promoters. Also required for regulation of fis expression","Chromosome","K","Transcription","Information storage and processing","Balb/c",4.76e-25,-9.14436480429856,-4.0292451766545,"Attenuated"
"SL1344_0189","ligT","Hydrolyzes RNA 2',3'-cyclic phosphodiester to an RNA 2'- phosphomonoester","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Balb/c",0.414934143548633,0.88054812231118,0.387992424904865,"FDR>=0.05"
"SL1344_0190","hrpB","ATP-dependent helicase C-terminal","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Balb/c",0.487447864647581,0.805372117732946,0.354867920324228,"FDR>=0.05"
"SL1344_0191","mrcB","Cell wall formation. Synthesis of cross-linked peptidoglycan from the lipid intermediates. The enzyme has a penicillin-insensitive transglycosylase N-terminal domain (formation of linear glycan strands) and a penicillin-sensitive transpeptidase C-terminal domain (cross-linking of the peptide subunits)","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",6.78e-24,-10.4540689852595,-4.60633493268659,"Attenuated"
"SL1344_0192","fhuA","TonB-dependent Receptor Plug Domain","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.900394291124413,0.302639074827128,0.133350654595623,"FDR>=0.05"
"SL1344_0193","fhuC","ABC transporter","Chromosome","HP","Coenzyme transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Balb/c",0.832901165729504,-0.351453372829934,-0.154859505017592,"FDR>=0.05"
"SL1344_0194","fhuD","Periplasmic binding protein","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.905267082720056,0.419043788717737,0.184641601755026,"FDR>=0.05"
"SL1344_0195","fhuB","FecCD transport family","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.56146751933871,1.23350112118994,0.54351270419747,"FDR>=0.05"
"SL1344_0196","stfA","Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.269089615958409,-0.989175603622298,-0.435856520934717,"FDR>=0.05"
"SL1344_0197","stfC","PapC C-terminal domain","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.307476248061118,1.00343141957031,0.442138004545345,"FDR>=0.05"
"SL1344_0198","stfD","Pili assembly chaperone PapD, C-terminal domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.711250772589253,-0.495956547822242,-0.218531365590709,"FDR>=0.05"
"SL1344_0199","stfE","Fimbrial protein","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.496937947045673,-0.751007985998288,-0.330913668688082,"FDR>=0.05"
"SL1344_0201","stfG","Fimbrial protein","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.277533070188602,1.02528617464027,0.451767778546838,"FDR>=0.05"
"SL1344_0202","SL1344_0202","Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.63286510605993,0.885888416185873,0.390345497403286,"FDR>=0.05"
"SL1344_0204","clcA","Probably acts as an electrical shunt for an outwardly- directed proton pump that is linked to amino acid decarboxylation, as part of the extreme acid resistance (XAR) response","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.559701148762433,-0.675730809482229,-0.297744585117956,"FDR>=0.05"
"SL1344_0206","yadS","UPF0126 domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.746909333217013,-0.464732715717858,-0.204773332354315,"FDR>=0.05"
"SL1344_0207","btuF","Part of the ABC transporter complex BtuCDF involved in vitamin B12 import. Binds vitamin B12 and delivers it to the periplasmic surface of BtuC","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.87172312100873,0.336259479972316,0.148164680300802,"FDR>=0.05"
"SL1344_0209","dgt","dGTPase preferentially hydrolyzes dGTP over the other canonical NTPs","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.872892994688796,0.327954513387407,0.144505295830621,"FDR>=0.05"
"SL1344_0210","htrA","Trypsin","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Balb/c",2.91e-38,-15,-6.6093904763518,"Attenuated"
"SL1344_0211","cdaR","Putative sugar diacid recognition","Chromosome","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling","Balb/c",0.894185146386201,-0.250675333650679,-0.110454077525807,"FDR>=0.05"
"SL1344_0213","SL1344_0213","Sugar (and other) transporter","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.798998509238145,0.441113410680857,0.194366051703008,"FDR>=0.05"
"SL1344_0231","rnhB","Endonuclease that specifically degrades the RNA of RNA- DNA hybrids","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Balb/c",1.3e-11,-4.67172926768985,-2.05848552866422,"Attenuated"
"SL1344_0234","SL1344_0234","Repeats in polycystic kidney disease 1 (PKD1) and other proteins","Chromosome","MU","Cell wall/membrane/envelop biogenesis; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.851982716807599,0.359145788401991,0.158248983565732,"FDR>=0.05"
"SL1344_0235","ldcC","Orn/Lys/Arg decarboxylase, N-terminal domain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.521704298279208,0.800067497660931,0.352530566631918,"FDR>=0.05"
"SL1344_0236","yaeR","Glyoxalase-like domain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.933702679080774,0.211993192347077,0.0934097191033457,"FDR>=0.05"
"SL1344_0247","yaeE","Binding-protein-dependent transport system inner membrane component","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.773732354927336,-0.422971551669764,-0.186372276358259,"FDR>=0.05"
"SL1344_0248","abc","Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.0915793188897855,-1.25408142730841,-0.552580922814792,"FDR>=0.05"
"SL1344_0250","dkgB","Catalyzes the reduction of 2,5-diketo-D-gluconic acid","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.873030480524601,-0.355514903326031,-0.156649121082947,"FDR>=0.05"
"SL1344_0251","yafC","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.528321799978863,0.984712310860586,0.433889877956555,"FDR>=0.05"
"SL1344_0252","SL1344_0252","Uncharacterised MFS-type transporter YbfB","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.520851389577237,0.758758588739349,0.334328786017599,"FDR>=0.05"
"SL1344_0253","yafD","Endonuclease/Exonuclease/phosphatase family","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.917196047890508,-0.220722111056113,-0.0972559079156358,"FDR>=0.05"
"SL1344_0254","yafE","Putative S-adenosyl-L-methionine-dependent methyltransferase","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Balb/c",0.804518465547991,-0.457438084626207,-0.201559128003271,"FDR>=0.05"
"SL1344_0255","dniR","Transglycosylase SLT domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.701490795765484,-0.770716240866183,-0.339597638823374,"FDR>=0.05"
"SL1344_0256","gloB","Thiolesterase that catalyzes the hydrolysis of S-D- lactoyl-glutathione to form glutathione and D-lactic acid","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.216190627545465,1.11053415690581,0.489330258687776,"FDR>=0.05"
"SL1344_0257","yafS","Methyltransferase domain","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Balb/c",0.735925839473812,-0.461673714754156,-0.203425456898538,"FDR>=0.05"
"SL1344_0260","sciA","Type VI secretion-associated protein, impa family","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.285666661021191,1.04236247734669,0.459292042045445,"FDR>=0.05"
"SL1344_0261","sciB","Pfam:T6SS_VasB","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.662085910197533,0.626566053627706,0.276081313843486,"FDR>=0.05"
"SL1344_0262","sciC","Pfam:T6SS_VipB","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.409012955810051,0.907960353123525,0.400070967389309,"FDR>=0.05"
"SL1344_0263","sciD","Gene 25-like lysozyme","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.0683857067358122,1.43630186968786,0.632871993245415,"FDR>=0.05"
"SL1344_0264","sciE","ImpE protein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.83085439579801,0.390343299527611,0.171995419093702,"FDR>=0.05"
"SL1344_0265","sciF","-","Chromosome","-","no category","no theme","Balb/c",0.83085439579801,-0.344684474641172,-0.151876952269312,"FDR>=0.05"
"SL1344_0266","sciG","AAA domain (Cdc48 subfamily)","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Balb/c",0.16806929194991,-1.14004691312401,-0.502334347346407,"FDR>=0.05"
"SL1344_0268","sciI","Type VI secretion protein, EvpB/VC_A0108, tail sheath","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.459696504451846,0.889811293976475,0.392074019477226,"FDR>=0.05"
"SL1344_0270","sciJ","conserved hypothetical protein (SPI-6 associated)","Chromosome",NA,"no category","no theme","Balb/c",0.634199848083226,0.639792341391721,0.281909160535817,"FDR>=0.05"
"SL1344_0271","sciK","Type VI secretion system effector, Hcp","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.348058907391018,-0.866706441476936,-0.381893420006028,"FDR>=0.05"
"SL1344_0272","SL1344_0272","Type VI secretion system (T6SS), amidase effector protein 4","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.464379993682238,0.808375631481583,0.356191346668616,"FDR>=0.05"
"SL1344_0273","SL1344_0273","Type VI secretion system (T6SS), amidase immunity protein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.189524173833347,1.16942682819814,0.515279902738872,"FDR>=0.05"
"SL1344_0275","sciN","Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.902772497267911,0.3919703252238,0.17271232896978,"FDR>=0.05"
"SL1344_0276","sciO","Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.51959333200349,-0.748729699049135,-0.329909796150473,"FDR>=0.05"
"SL1344_0278","sciQ","-","Chromosome","-","no category","no theme","Balb/c",0.23712970862046,1.08457387432401,0.477891482390472,"FDR>=0.05"
"SL1344_0279","sciR","-","Chromosome","-","no category","no theme","Balb/c",0.860730192547381,0.375372353399877,0.165398830509794,"FDR>=0.05"
