"locus_tag","logFC","logCPM","F","PValue","FDR","gene_name","gene_function","DNA_molecule","DE","spi","COG","description","theme","SL1344_tag"
"STMMW_23421",-1.79165295277007,5.8502917768261,111.568182817128,1.54484490635047e-06,6.54931354168381e-05,"nuoJ","NADH dehydrogenase I chain J","Chromosome","Attenuated","-","C","Energy production and conversion","Metabolism","SL1344_2289"
"PBT1-0401",-2.03175530348253,4.91685032308351,111.41440950038,1.55421183923574e-06,6.54931354168381e-05,"PBT1-0401","hypothetical protein","pPBT1","Attenuated",NA,NA,"no category","no theme","PBT1-0401"
"STMMW_29761",-1.35530541828344,6.33913718647763,109.747193467181,1.66032156029145e-06,6.93613644928653e-05,"lysR","transcriptional activator protein LysR","Chromosome","Attenuated","-","K","Transcription","Information storage and processing","SL1344_2992"
"STMMW_33831",-2.64062001653429,4.27080166142265,108.307039889963,1.75911955258258e-06,7.28606269385914e-05,"fis","Fis DNA-binding protein","Chromosome","Attenuated","-","K","Transcription","Information storage and processing","SL1344_3358"
"STMMW_43101",-3.7318610015497,3.51634791946514,107.907637224393,1.78777199606577e-06,7.34198567197858e-05,"purA","adenylosuccinate synthetase","Chromosome","Attenuated","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_4299"
"STMMW_24061",-1.28051172769495,6.34218311203908,106.770334957713,1.87251420616083e-06,7.62538138071881e-05,"aroC","5-enolpyruvylshikimate-3-phosphate phospholyase","Chromosome","Attenuated","-","E","Amino acid transport and metabolism","Metabolism","SL1344_2353"
"STMMW_40651",-0.602713826363819,8.64355668768312,105.555301472317,1.96849002647311e-06,7.94941889024057e-05,"metB","cystathionine gamma-synthase","Chromosome","Attenuated","-","E","Amino acid transport and metabolism","Metabolism","SL1344_4049"
"STMMW_30561",-1.27923244688817,6.24571867762533,101.181718819882,2.36719530025292e-06,9.48051935952532e-05,"gshB","GSH synthetase","Chromosome","Attenuated","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_3070"
"STMMW_33211",-2.44989637752297,4.62120996183875,99.9583129981088,2.49581648362802e-06,9.91371039316506e-05,"ptsN","nitrogen regulatory IIA protein","Chromosome","Attenuated","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_3294"
"STMMW_38951",-0.563070887201196,8.68017575623758,99.2129994613658,2.5783321956121e-06,0.000101582096097042,"rffE","UDP-N-acetyl-D-glucosamine 2-epimerase","Chromosome","Attenuated","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_3879"
"STMMW_29551",-1.63719831954176,5.41903489747886,98.7269151117263,2.63393216829308e-06,0.000102119019550677,"recB","exonuclease V subunit","Chromosome","Attenuated","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_2972"
"STMMW_21021",-1.59354658457987,5.97780094264182,98.7254153518171,2.63410595209134e-06,0.000102119019550677,"hisG","ATP phosphoribosyltransferase","Chromosome","Attenuated","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_2048"
"STMMW_05301",-1.26745491173457,6.49952786315623,96.9202779987045,2.85374216064708e-06,0.000109755829448379,"ybaO","hypothetical transcriptional regulator","Chromosome","Attenuated","-","K","Transcription","Information storage and processing","SL1344_0453"
"STMMW_38801",-0.537383974856041,10.1226114068621,96.4245422100883,2.91790319591035e-06,0.000110550136455787,"ilvA","threonine deaminase","Chromosome","Attenuated","-","E","Amino acid transport and metabolism","Metabolism","SL1344_3865"
"STMMW_13971",-2.30379248928202,4.69304886551109,96.4084116805006,2.92002011274056e-06,0.000110550136455787,"ssrA","putative two-component sensor kinase","Chromosome","Attenuated","SPI-2","T","Signal transduction mechanisms","Cellular processes and signaling","SL1344_1326"
"STMMW_35011",-1.53059987328831,5.77318050402664,93.2221198845725,3.37730627450092e-06,0.000126871520978538,"yhgI","conserved hypothetical protein","Chromosome","Attenuated","-","C","Energy production and conversion","Metabolism","SL1344_3478"
"STMMW_23431",-1.60591161834273,5.68594097567798,92.0293101273413,3.57054591040164e-06,0.000133098965244664,"nuoI","NADH dehydrogenase I chain I","Chromosome","Attenuated",NA,"C","Energy production and conversion","Metabolism","SL1344_2290"
"STMMW_39021",-0.826188763742002,7.50703387577495,91.1285499863511,3.7254025758199e-06,0.000137811457117735,"STMMW_39021","conserved hypothetical protein","Chromosome","Attenuated",NA,"CG","Energy production and conversion;Carbohydrate transport and metabolism","Metabolism","SL1344_3886"
"STMMW_33581",-1.74713026636228,5.58266475789531,90.2984483283853,3.87537430577622e-06,0.000142273211255997,"argR","arginine repressor","Chromosome","Attenuated","-","K","Transcription","Information storage and processing","SL1344_3332"
"STMMW_25171",-1.33779024013881,6.03493952966784,89.788216728258,3.97119173747397e-06,0.000144694700449615,"purN","phosphoribosylglycinamidine myltransferase","Chromosome","Attenuated","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_2463"
"STMMW_40161",-0.833461586714994,7.53868231053015,89.3193111100624,4.0617913511646e-06,0.000146891349908535,"STMMW_40161","putative exported protein","Chromosome","Attenuated",NA,"M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_4000"
"STMMW_26781",-1.45514461872716,5.53741773089941,88.5112994250016,4.22386449024669e-06,0.0001516210912573,"rluD","ftsH suppressor protein SfhB","Chromosome","Attenuated","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_2622"
"STMMW_39691",-1.85610325414126,5.4168748823948,87.9517951708196,4.34069655360745e-06,0.000154669231608689,"glnG","two-component system, response regulator","Chromosome","Attenuated","-","T","Signal transduction mechanisms","Cellular processes and signaling","SL1344_3952"
"STMMW_39891",-0.868639092448728,7.21850385511794,87.1576463849163,4.51332785802185e-06,0.000159646618977912,"yihW","putative deoR-family transcriptional regulator","Chromosome","Attenuated","-","K","Transcription","Information storage and processing","SL1344_3971"
"STMMW_01171",-0.672376689865624,8.09122824346053,86.641281486012,4.63004748336233e-06,0.000162588479017202,"leuC","3-isopropylmalate dehydratase large subunit","Chromosome","Attenuated","-","E","Amino acid transport and metabolism","Metabolism","SL1344_0111"
"STMMW_31211",-0.86381660474022,7.29620157017061,86.3134651857989,4.70604793450052e-06,0.00016406840496827,"metC","beta-cystathionase","Chromosome","Attenuated","-","E","Amino acid transport and metabolism","Metabolism","SL1344_3135"
"STMMW_35861",-1.17968085508227,6.67659442268988,84.9800053618692,5.03121625046155e-06,0.000174151956783833,"gor","glutathione reductase","Chromosome","Attenuated","-","C","Energy production and conversion","Metabolism","SL1344_3562"
"STMMW_14271",-2.14138957655246,4.81608822221344,84.7136179107122,5.09940237903675e-06,0.000175260311551859,"ssaU","putative type III secretion protein","Chromosome","Attenuated","SPI-2","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_1356"
"STMMW_30371",-1.38872844971726,6.43755530255973,85.6328472260029,5.37273286749848e-06,0.000183353968140124,"tktA","transketolase","Chromosome","Attenuated","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_3052"
"STMMW_32821",-1.01990128338109,7.52416062664006,83.4558754813519,5.76526378179206e-06,0.000193027875638379,"pnp","polynucleotide phosphorylase","Chromosome","Attenuated","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_3255"
"STMMW_00951",-1.46063008036497,5.48383112899801,82.2852784216394,5.77559801204934e-06,0.000193027875638379,"ksgA","dimethyladenosine transferase","Chromosome","Attenuated","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_0091"
"STMMW_19381",-0.724297731823283,8.06961007060383,82.2849387401151,5.77569995203568e-06,0.000193027875638379,"fliC","flagellin","Chromosome","Attenuated","-","N","Cell motility","Cellular processes and signaling","SL1344_1888"
"STMMW_03331",-1.55132483862154,5.77018921703788,81.9485401504846,5.87773417439096e-06,0.000195092464445881,"proA","gamma-glutamyl phosphate reductase","Chromosome","Attenuated","-","E","Amino acid transport and metabolism","Metabolism","SL1344_0318"
"STMMW_20021",0.550746052201238,8.76257236937066,81.5744907335101,5.99376576243902e-06,0.000197590400576731,"STMMW_20021","phage portal protein","Chromosome","Amplified",NA,"S","Function Unknown","Poorly characterised","SL1344_1949"
"STMMW_14091",-1.16605984797342,6.15456705155789,81.3374002310468,6.06875086037497e-06,0.000198710585603899,"sseF","putative pathogenicity island effector protein","Chromosome","Attenuated","SPI-2","-","no category","no theme","SL1344_1338"
"STMMW_24511",-2.3257469654303,4.53535320238624,80.8394402353288,6.22997790225823e-06,0.000202620623586197,"ptsI","phosphoenolpyruvate-protein phosphotransferase (ec 2.7.3.9) (phosphotransferase system, enzyme i)","Chromosome","Attenuated","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_2395"
"STMMW_14031",-1.84770329723531,4.88555178397416,79.8235291430915,6.57531086773607e-06,0.000211110916714335,"sseBa","putative pathogenicity island effector effector protein","Chromosome","Attenuated","SPI-2","S","Function Unknown","Poorly characterised","SL1344_1332"
"STMMW_20011",0.627511745473444,8.17786157744631,79.8154270508338,6.57815691784247e-06,0.000211110916714335,"STMMW_20011","phage prohead protease","Chromosome","Amplified",NA,"S","Function Unknown","Poorly characterised","SL1344_1948"
"STMMW_11031",0.739512404438411,9.50333379684525,107.170203258553,6.74233199020009e-06,0.000214400167967969,"sopB","cell invasion protein","Chromosome","Amplified","-","S","Function Unknown","Poorly characterised","SL1344_1030"
"STMMW_38701",-0.632683925111261,8.92800343011265,80.1776669048389,6.76913448186118e-06,0.000214400167967969,"rbsR","ribose operon repressor","Chromosome","Attenuated","-","K","Transcription","Information storage and processing","SL1344_3853"
"STMMW_39731",-0.502738138594771,8.76472530397963,78.4495178841269,7.08006874349021e-06,0.00022279229305814,"typA","GTP-binding protein","Chromosome","Attenuated","-","T","Signal transduction mechanisms","Cellular processes and signaling","SL1344_3955"
"STMMW_35911",-1.35453829694658,5.75218946981236,77.8204280752871,7.32679417719039e-06,0.000229068674726869,"STMMW_35911","GntR family regulatory protein","Chromosome","Attenuated",NA,"K","Transcription","Information storage and processing","SL1344_3567"
"STMMW_11911",-1.07908993528554,7.55537979545361,82.9169940743969,7.48868482858767e-06,0.000232629273585486,"flgK","flagellar hook-associated protein 1","Chromosome","Attenuated","-","N","Cell motility","Cellular processes and signaling","SL1344_1120"
"STMMW_01241",-1.44384389533689,5.36856259015837,77.2705733720087,7.55102474510129e-06,0.000233071757418859,"fruR","fructose repressor","Chromosome","Attenuated","-","K","Transcription","Information storage and processing","SL1344_0118"
"STMMW_18751",-2.62444161528473,3.74850960251892,75.8000754136274,8.19284987111342e-06,0.000251281965034276,"ruvB","Holliday junction DNA helicase","Chromosome","Attenuated","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_1828"
"STMMW_30221",-0.788881368491619,7.37469833859289,75.433587466648,8.36298180801617e-06,0.000253899419660122,"serA","D-3-phosphoglycerate dehydrogenase","Chromosome","Attenuated","-","EH","Amino acid transport and metabolism;Coenzyme transport and metabolism","Metabolism","SL1344_3038"
"STMMW_34771",-1.88413713660245,5.495875635202,76.2235287279929,8.38297712456036e-06,0.000253899419660122,"aroK","shikimate kinase I","Chromosome","Attenuated","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_3454"
"STMMW_35781",-1.17411027122645,7.00001875016806,78.2432855965061,8.50278511193611e-06,0.000255928550636288,"pitA","putative low-affinity inorganic phosphate transporter","Chromosome","Attenuated","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_3554"
"STMMW_37311",-0.829253778863349,6.98710407404536,74.1662855495762,8.98526525357962e-06,0.000268781453202758,"spoT","CG Site No. 156","Chromosome","Attenuated","-","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling","SL1344_3708"
"STMMW_30041",-1.67809860188967,4.8549247220849,73.8539967129273,9.14713707654397e-06,0.000271944946459706,"xerD","Tyrosine recombinase xerD","Chromosome","Attenuated","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_3020"
"STMMW_39461",0.48362424802753,9.0230612881996,73.7012610792064,9.22759253262891e-06,0.000272664106177559,"tatC","Sec-independent protein translocase protein","Chromosome","Amplified","-","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_3929"
"STMMW_21091",-1.58933858899806,5.59490608849066,73.0868816537726,9.5600165202071e-06,0.000280774788223779,"hisI","bifunctional histidine biosynthesis bifunctional protein (phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase)","Chromosome","Attenuated","-","E","Amino acid transport and metabolism","Metabolism","SL1344_2055"
"STMMW_19951",0.499598469885439,9.24178173247272,72.4530430463226,9.91830727400407e-06,0.000289542873794119,"STMMW_19951","phage tail sheath protein","Chromosome","Amplified",NA,"S","Function Unknown","Poorly characterised","SL1344_1941"
"STMMW_21081",-3.12545502000567,5.80066683804126,122.590078314307,1.00342717876761e-05,0.000291174138222025,"hisF","imidazole glycerol phosphate synthase subunit hisf","Chromosome","Attenuated","-","E","Amino acid transport and metabolism","Metabolism","SL1344_2054"
"STMMW_19921",0.522285637656637,9.19099626298904,71.8816828763676,1.02553165594415e-05,0.000295817047899128,"STMMW_19921","phage tape-measure protein","Chromosome","Amplified",NA,"S","Function Unknown","Poorly characterised","SL1344_1938"
"STMMW_35831",-0.408627574571461,9.66527584401952,71.4393456928348,1.0525789987582e-05,0.000301822356685339,"prlC","oligopeptidase A","Chromosome","Attenuated","-","E","Amino acid transport and metabolism","Metabolism","SL1344_3559"
"STMMW_37121",-0.744002154915388,7.76805707942657,71.2380059712542,1.0651762182789e-05,0.000303637879634092,"rfaQ","lipopolysaccharide core biosynthesis protein","Chromosome","Attenuated","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_3689"
"STMMW_34711",-1.31384569374086,6.4620413656921,73.8539238147222,1.08027870710464e-05,0.00030614214120638,"trpS","tryptophanyl-tRNA synthetase","Chromosome","Attenuated","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_3448"
"STMMW_23901",-1.67050985806433,4.8780566886491,70.8248034206813,1.09160632301984e-05,0.000306688763042865,"truA","Pseudouridine synthase I","Chromosome","Attenuated","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_2337"
"STMMW_39001",-0.999333262475439,7.52334198523299,73.614727377293,1.0948649609248e-05,0.000306688763042865,"rffA","lipopolysaccharide biosynthesis protein","Chromosome","Attenuated","-","E","Amino acid transport and metabolism","Metabolism","SL1344_3884"
