locus_tag,gene_name,start,end,strand,read_count,ins_index,gene_length,ins_count,function,call
STMMW_02651,sciB,305718,306713,-1,553,0.16566265060241,996,165,type VI secretion protein,not required
STMMW_02661,sciC,306710,308593,-1,841,0.158704883227176,1884,299,type VI system protein,not required
STMMW_02671,sciD,308609,309103,-1,132,0.133333333333333,495,66,putative type VI system cytoplasmic protein,not required
STMMW_02691,sciE,309100,309924,-1,298,0.113939393939394,825,94,putative type VI secretion system protein,not required
STMMW_02701,sciF,309911,310813,-1,507,0.150609080841639,903,136,conserved hypothetical protein,not required
STMMW_02711,sciG,311181,313820,1,1308,0.15719696969697,2640,415,type VI system ATPase,not required
STMMW_02731,sciH,313920,314462,1,91,0.0699815837937385,543,38,putative type VI secretion system protein,ambiguous
STMMW_02741,sciI,314486,315979,1,439,0.0876840696117804,1494,131,type VI system secreted protein,not required
STMMW_02751,STMMW_02751,316042,316152,1,75,0.207207207207207,111,23,invasol,not required
STMMW_02771,sciJ,316165,316611,1,244,0.172259507829978,447,77,putative exported protein,not required
STMMW_02791,sciK,316865,317350,1,304,0.255144032921811,486,124,putative hemolysin-coregulated protein,not required
STMMW_02811,STMMW_02811,317655,318140,1,66,0.0576131687242798,486,28,conserved hypothetical protein,ambiguous
STMMW_02831,STMMW_02831,318125,318508,1,15,0.0260416666666667,384,10,putative periplasmic protein,required
STMMW_02841,sciK1,318651,319136,1,198,0.201646090534979,486,98,putative hemolysin-coregulated protein,not required
STMMW_02851,sciN,319203,319739,1,72,0.0800744878957169,537,43,putative lipoprotein,not required
STMMW_02861,sciO,319743,321086,1,934,0.119791666666667,1344,161,putative type VI secretion protein,not required
STMMW_02871,sciP,321083,322387,1,414,0.120306513409962,1305,157,putative type VI system protein,not required
STMMW_02881,sciQ,322392,323165,1,408,0.149870801033592,774,116,putative inner membrane protein,not required
STMMW_02891,sciR,323356,323799,1,47,0.0405405405405405,444,18,putative shiga-like toxin A subunit,required
STMMW_02901,sciS,323833,327702,1,1362,0.128165374677003,3870,496,type VI system protein,not required
STMMW_02911,sciT,327702,328490,1,274,0.0950570342205323,789,75,conserved hypothetical protein,not required
STMMW_02921,sciU,328487,328903,1,353,0.225419664268585,417,94,conserved hypothetical periplasmic protein,not required
STMMW_02931,sciV,328927,329448,1,498,0.227969348659004,522,119,conserved hypothetical pathogenicity island protein,not required
STMMW_02941,vgrS,329845,332034,1,667,0.121461187214612,2190,266,putative type VI system protein,not required
STMMW_02951,sciW,332058,332504,1,256,0.243847874720358,447,109,conserved hypothetical protein,not required
STMMW_02961,rhs,332523,336617,1,2017,0.128693528693529,4095,527,putative Rhs family protein,not required
STMMW_02971,STMMW_02971,336611,336874,1,80,0.071969696969697,264,19,conserved hypothetical protein,ambiguous
STMMW_02981,STMMW_02981,336890,337804,1,646,0.237158469945355,915,217,,not required
STMMW_02991,sciX,337801,338247,1,35,0.0536912751677852,447,24,conserved hypothetical cytoplasmic protein,ambiguous
STMMW_03011,STMMW_03011,338431,338562,1,6,0.0227272727272727,132,3,conserved hypothetical protein,required
STMMW_03021,sciY,338765,339244,1,0,0,480,0,putative phosphotriesterase (pseudogene),required
STMMW_03041,STMMW_03041,339300,339575,-1,232,0.322463768115942,276,89,hypothetical protein,not required
STMMW_03051,STMMW_03051,340016,340324,1,4,0.00647249190938511,309,2,conserved hypothetical pathogenicity island protein,required
STMMW_03061,STMMW_03061,340361,340674,-1,376,0.372611464968153,314,117,conserved hypothetical cytoplasmic protein (pseudogene),not required
STMMW_03071,STMMW_03071,340727,340924,1,205,0.353535353535354,198,70,putative transposase,not required
STMMW_03081,STMMW_03081,341004,341469,1,339,0.190987124463519,466,89,putative IS1400 transposase B (pseudogene),not required
STMMW_03091,safA,342181,342693,1,171,0.153996101364522,513,79,lipoprotein,not required
STMMW_03101,safB,342801,343514,1,499,0.266106442577031,714,190,salmonella atypical fimbria chaperone,not required
STMMW_03111,safC,343538,346048,1,1615,0.216248506571087,2511,543,salmonella atypical fimbria outer membrane usher,not required
STMMW_03121,safD,346070,346540,1,261,0.16135881104034,471,76,fimbrial structural subunit,not required
STMMW_03131,ybeJ,346946,347767,1,672,0.290754257907543,822,239,conserved hypothetical protein,not required
STMMW_03132,STMMW_03132,347892,348107,1,164,0.199074074074074,216,43,conserved hypothetical protein,not required
STMMW_03133,STMMW_03133,348248,348379,1,73,0.159090909090909,132,21,putative transposase,not required
STMMW_03151,sinR,348582,349529,1,119,0.0348101265822785,948,33,LysR-family transcriptional regulator,required
STMMW_03161,STMMW_03161,349646,349861,1,92,0.199074074074074,216,43,conserved hypothetical protein,not required
STMMW_03171,pagN,349865,350584,-1,599,0.283333333333333,720,204,possible outer membrane adhesin,not required
STMMW_03181,sciZ,350915,351322,-1,231,0.291666666666667,408,119,probable secreted protein,not required
STMMW_03191,yafV,351693,352460,-1,130,0.07421875,768,57,possible hydrolase,ambiguous
STMMW_03201,fadE,352569,355013,-1,1091,0.137423312883436,2445,336,possible acyl-CoA dehydrogenase,not required
STMMW_03211,gmhA,355253,355831,1,9,0.0120898100172712,579,7,phosphoheptose isomerase,required
STMMW_03221,yafJ,356044,356811,1,259,0.138020833333333,768,106,conserved hypothetical protein,not required
STMMW_03231,yafK,356782,357522,-1,151,0.097165991902834,741,72,putative exported protein,not required
STMMW_03241,dbh,357772,358827,1,957,0.195075757575758,1056,206,DNA polymerase IV,not required
STMMW_03251,STMMW_03251,359046,360175,1,726,0.209734513274336,1130,237,release factor H-coupled RctB family protein (pseudogene),not required
STMMW_03261,prfH,360175,360789,1,126,0.0650406504065041,615,40,putative peptide chain release factor,ambiguous
STMMW_03271,pepD,360945,362402,-1,495,0.127572016460905,1458,186,aminoacyl-histidine dipeptidase precursor,not required
STMMW_03281,gpt,362651,363109,1,244,0.154684095860566,459,71,xanthine-guanine phosphoribosyltransferase,not required
STMMW_03291,frsA,363198,364442,1,135,0.0618473895582329,1245,77,conserved hypothetical protein,ambiguous
STMMW_03301,crl,364500,364901,1,684,0.412935323383085,402,166,curlin genes transcriptional activator,not required
STMMW_03311,phoE,364952,366004,-1,758,0.227920227920228,1053,240,outer membrane pore protein E precursor,not required
STMMW_03321,proB,366287,367390,1,1020,0.0208333333333333,1104,23,glutamate 5-kinase,required
STMMW_03331,proA,367402,368652,1,13,0.008792965627498,1251,11,gamma-glutamyl phosphate reductase,required
STMMW_03341,int,368858,369853,-1,339,0.149598393574297,996,149,BTP1 integrase,not required
STMMW_03351,xis,369898,370248,-1,206,0.15954415954416,351,56,BTP1 excisionase,not required
STMMW_03361,EaC,370259,370852,-1,453,0.215488215488215,594,128,BTP1 predicted prophage protein,not required
STMMW_03371,EaG,370924,371208,-1,139,0.189473684210526,285,54,BTP1 predicted prophage protein,not required
STMMW_03381,EaA,371201,372166,-1,619,0.197722567287785,966,191,BTP1 predicted prophage protein,not required
STMMW_03391,EaD,372177,372932,-1,265,0.150793650793651,756,114,BTP1 predicted prophage protein,not required
STMMW_03411,EaF,372932,373576,-1,181,0.117829457364341,645,76,BTP1 predicted prophage protein,not required
STMMW_03421,EaE,373573,373983,-1,535,0.250608272506083,411,103,BTP1 predicted prophage protein,not required
STMMW_03422,STMMW_03422,373980,374150,-1,101,0.157894736842105,171,27,BTP1 predicted prophage protein,not required
STMMW_03431,abc2,374161,374454,-1,196,0.187074829931973,294,55,BTP1 anti-RecBCD,not required
STMMW_03441,abc1,374501,374785,-1,149,0.270175438596491,285,77,BTP1 anti-RecBCD,not required
STMMW_03451,erf,374785,375492,-1,1178,0.484463276836158,708,343,BTP1 predicted prophage protein,not required
STMMW_03461,arf,375489,375632,-1,37,0.0972222222222222,144,14,BTP1 predicted prophage protein,not required
STMMW_03471,kil,375622,375810,-1,163,0.275132275132275,189,52,BTP1 kil,not required
STMMW_03481,cIII,375791,375973,-1,147,0.289617486338798,183,53,BTP1 regulatory protein cIII,not required
STMMW_03491,STMMW_03491,376060,376206,-1,30,0.122448979591837,147,18,BTP1 predicted prophage protein,not required
STMMW_03501,STMMW_03501,376267,376566,-1,688,0.586666666666667,300,176,BTP1 predicted prophage protein,not required
STMMW_03511,ral,376606,376806,-1,189,0.298507462686567,201,60,BTP1 antirestriction protein,not required
STMMW_03521,N,376885,377217,-1,182,0.234234234234234,333,78,BTP1 antitermination protein,not required
STMMW_03522,STMMW_03522,377620,377790,1,76,0.134502923976608,171,23,BTP1 predicted prophage protein,not required
STMMW_03531,st313td,377826,378749,-1,720,0.297619047619048,924,275,BTP1 putative virulence associated protein,not required
STMMW_03541,cI,378838,379563,-1,18,0.0192837465564738,726,14,BTP1 repressor protein cI,required
STMMW_03551,cro,379638,379853,1,88,0.148148148148148,216,32,BTP1 antirepressor protein,not required
STMMW_03561,cII,379964,380245,1,126,0.180851063829787,282,51,BTP1 transcriptioanl activator cII,not required
STMMW_03571,O,380419,381252,1,365,0.177458033573141,834,148,BTP1 replication protein,not required
STMMW_03581,P,381249,382625,1,752,0.156862745098039,1377,216,BTP1 replication associated protein,not required
STMMW_03582,STMMW_03582,382622,382891,1,236,0.277777777777778,270,75,BTP1 predicted prophage protein,not required
STMMW_03601,STMMW_03601,382963,383235,1,326,0.344322344322344,273,94,BTP1 predicted prophage protein,not required
STMMW_03602,STMMW_03602,383245,383454,1,287,0.452380952380952,210,95,BTP1 predicted prophage protein,not required
STMMW_03611,STMMW_03611,383451,383759,1,138,0.210355987055016,309,65,BTP1 predicted prophage protein,not required
STMMW_03621,STMMW_03621,383756,383950,1,115,0.143589743589744,195,28,BTP1 predicted prophage protein,not required
STMMW_03631,ninB,383907,384353,1,319,0.232662192393736,447,104,BTP1 predicted prophage protein,not required
STMMW_03641,ninE,384490,384672,1,62,0.12568306010929,183,23,BTP1 predicted prophage protein,not required
STMMW_03651,ninF,384669,384839,1,193,0.233918128654971,171,40,BTP1 predicted prophage protein,not required
STMMW_03661,ninG,384832,385443,1,254,0.196078431372549,612,120,BTP1 predicted prophage protein,not required
STMMW_03671,ninY,385440,385664,1,31,0.0933333333333333,225,21,BTP1 predicted prophage protein,not required
STMMW_03681,STMMW_03681,385661,385864,1,94,0.191176470588235,204,39,BTP1 predicted prophage protein,not required
STMMW_03691,Q,386021,386539,1,539,0.200385356454721,519,104,BTP1 antiterminator protein,not required
STMMW_03711,S,387004,387207,1,155,0.303921568627451,204,62,BTP1 holin,not required
STMMW_03721,R,387179,387682,1,366,0.218253968253968,504,110,BTP1 lysozyme,not required
STMMW_03731,Rz,387735,388208,1,329,0.206751054852321,474,98,BTP1 lysis associated membrane protein,not required
STMMW_03741,rha,388358,388963,1,349,0.211221122112211,606,128,BTP1 predicted prophage protein,not required
STMMW_03751,pid,389225,389539,-1,420,0.422222222222222,315,133,BTP1 P22 instigator of dgo-expression,not required
STMMW_03761,STMMW_03761,389793,390035,1,299,0.349794238683128,243,85,BTP1 predicted prophage protein,not required
STMMW_03762,STMMW_03762,390037,390216,1,126,0.322222222222222,180,58,BTP1 hypothetical protein,not required
STMMW_03771,STMMW_03771,390240,390728,1,571,0.347648261758691,489,170,BTP1 terminase small subunit,not required
STMMW_03781,STMMW_03781,390706,392205,1,1281,0.264,1500,396,BTP1 terminase large subunit,not required
STMMW_03791,STMMW_03791,392205,394382,1,2807,0.346189164370983,2178,754,BTP1 portal protein,not required
STMMW_03801,STMMW_03801,394396,395307,1,941,0.290570175438596,912,265,BTP1 scaffolding protein,not required
STMMW_03811,STMMW_03811,395307,396599,1,1528,0.317092034029389,1293,410,BTP1 coat protein,not required
STMMW_03821,STMMW_03821,396640,397200,1,757,0.338680926916221,561,190,BTP1 predicted prophage protein,not required
STMMW_03831,STMMW_03831,397184,397684,1,503,0.293413173652695,501,147,BTP1 DNA stabilization protein,not required
STMMW_03841,STMMW_03841,397677,399062,1,1572,0.291486291486291,1386,404,BTP1 packaged DNA stabilization protein,not required
STMMW_03851,STMMW_03851,399066,399767,1,892,0.34045584045584,702,239,BTP1 packaged DNA stabilization and needle protein,not required
STMMW_03861,STMMW_03861,399767,400222,1,400,0.271929824561404,456,124,BTP1 head assembly protein,not required
STMMW_03871,STMMW_03871,400225,400914,1,725,0.259420289855072,690,179,BTP1 DNA transfer protein,not required
STMMW_03881,STMMW_03881,400924,402294,1,975,0.231218088986141,1371,317,BTP1 DNA transfer protein,not required
STMMW_03891,STMMW_03891,402294,404261,1,1108,0.197662601626016,1968,389,BTP1 DNA tranfer protein,not required
STMMW_03901,STMMW_03901,404417,406402,1,2845,0.354984894259819,1986,705,BTP1 tail spike protein,not required
STMMW_03911,gtrC,406442,408364,-1,738,0.192407696307852,1923,370,BTP1Â  O-antigen acetyltransferase,not required
STMMW_03921,gtrA,408436,408711,-1,181,0.311594202898551,276,86,BTP1 bactoprenol-linked glucose transferase,not required
STMMW_03931,STMMW_03931,408985,409230,-1,155,0.203252032520325,246,50,BTP1 predicted prophage protein,not required
STMMW_03941,STMMW_03941,409694,410494,-1,478,0.208489388264669,801,167,putative IS3 transposase,not required
STMMW_03951,dhaF,410412,411126,1,210,0.104895104895105,715,75,glycerol dehydratase reactivation factor large subunit (pseudogene),not required
STMMW_03971,STMMW_03971,411236,411559,1,205,0.194444444444444,324,63,conserved hypothetical protein,not required
STMMW_03981,STMMW_03981,411900,413138,1,328,0.129943502824859,1239,161,putative permease/MSF transporter,not required
STMMW_03991,leuC2,413270,414691,1,522,0.139240506329114,1422,198,3-isopropylmalate dehydratase large subunit 2 (ec 4.2.1.33) (isopropylmalate isomerase 2) (alpha-ipm isomerase 2) (ipmi 2). 3-isopropylmalate dehydratase large subunit 2 (ec 4.2.1.33) (isopropylmalate isomerase 2) (alpha-ipm isomerase 2) (ipmi 2),not required
STMMW_04001,leuD2,414693,415319,1,98,0.0637958532695375,627,40,3-isopropylmalate dehydratase small subunit 2 (ec 4.2.1.33) (isopropylmalate isomerase 2) (alpha-ipm isomerase 2) (ipmi 2),ambiguous
STMMW_04011,STMMW_04011,415334,416212,1,215,0.0967007963594994,879,85,putative fumarylacetoacetate (faa) hydrolase,not required
STMMW_04021,STMMW_04021,416212,417126,1,275,0.108196721311475,915,99,putative hydrolase or acyltransferase,not required
STMMW_04031,STMMW_04031,417160,418125,1,742,0.204968944099379,966,198,putative LysR family transcriptional regulator,not required
STMMW_04041,STMMW_04041,418070,418342,-1,293,0.241758241758242,273,66,conserved hypothetical protein,not required
STMMW_04051,STMMW_04051,419033,419431,1,10,0.012531328320802,399,5,probable secreted protein,required
STMMW_04061,stbE,419478,420236,-1,415,0.22266139657444,759,169,fimbrial chaperone protein,not required
STMMW_04071,stbD,420202,421527,-1,1115,0.300150829562594,1326,398,putative fimbrial protein,not required
STMMW_04081,stbC,421532,424099,-1,813,0.119548286604361,2568,307,outer membrane fimbrial usher protein,not required
STMMW_04091,stbB,424083,424844,-1,213,0.0826771653543307,762,63,fimbrial chaperone protein,not required
STMMW_04101,stbA,424906,425442,-1,299,0.191806331471136,537,103,probable fimbrial protein,not required
STMMW_04111,STMMW_04111,426076,426840,1,32,0.0248366013071895,765,19,possible transmembrane regulator,required
STMMW_04121,STMMW_04121,426813,427313,1,66,0.0798403193612774,501,40,putative periplasmic protein,not required
STMMW_04131,STMMW_04131,427613,429187,1,1456,0.293968253968254,1575,463,putative rtn protein,not required
STMMW_04141,STMMW_04141,429287,430030,1,437,0.14247311827957,744,106,possible transmembrane regulator,not required
STMMW_04151,STMMW_04151,430003,430491,1,144,0.114519427402863,489,56,putative exported protein,not required
STMMW_04161,STMMW_04161,430893,431417,1,27,0.0228571428571429,525,12,possible outer membrane protein,required
STMMW_04171,STMMW_04171,431561,432202,1,34,0.0342679127725857,642,22,possible transcriptionl regulator,required
STMMW_04181,STMMW_04181,432213,432437,1,116,0.248888888888889,225,56,probable secreted protein,not required
STMMW_04191,STMMW_04191,432495,432854,1,194,0.227777777777778,360,82,probable lipoprotein,not required
STMMW_04201,STMMW_04201,432924,434435,-1,577,0.118386243386243,1512,179,putative outer membrane efflux lipoprotein,not required
STMMW_04211,STMMW_04211,434398,437565,-1,1248,0.13510101010101,3168,428,putative cation efflux protein,not required
