## Thu Feb  2 18:08:01 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_k4bajabd --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_k4bajabd --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_k4bajabd/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence all --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
SL1344_0002	90371.CY43_00005	0.0	1596.0	COG0460@1|root,COG0527@1|root,COG0460@2|Bacteria,COG0527@2|Bacteria,1MW3H@1224|Proteobacteria,1RN1G@1236|Gammaproteobacteria,3ZK6B@590|Salmonella	1236|Gammaproteobacteria	E	ACT domain	thrA	GO:0000166,GO:0003674,GO:0003824,GO:0004072,GO:0004412,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006553,GO:0006566,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009070,GO:0009085,GO:0009088,GO:0009089,GO:0009090,GO:0009092,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016772,GO:0016774,GO:0017076,GO:0019202,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046451,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.1.1.3,2.7.2.4	ko:K12524,ko:K12525	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00017,M00018,M00526,M00527	R00480,R01773,R01775	RC00002,RC00043,RC00087	ko00000,ko00001,ko00002,ko01000	-	-	iECDH1ME8569_1439.ECDH1ME8569_0002,iEcDH1_1363.EcDH1_3594,iSFV_1184.SFV_0001	AA_kinase,ACT,ACT_7,Homoserine_dh,NAD_binding_3
SL1344_0033	90371.CY43_00160	0.0	1156.0	28MBK@1|root,2ZAQ1@2|Bacteria,1R5CV@1224|Proteobacteria,1RQPD@1236|Gammaproteobacteria,3ZJ76@590|Salmonella	1236|Gammaproteobacteria	M	Arylsulfotransferase Ig-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Arylsulfotran_N,Arylsulfotrans
SL1344_0034	220341.16501317	0.0	993.0	COG0737@1|root,COG0737@2|Bacteria,1MX03@1224|Proteobacteria,1RPX3@1236|Gammaproteobacteria,3ZM11@590|Salmonella	1236|Gammaproteobacteria	F	Belongs to the 5'-nucleotidase family	-	-	-	-	-	-	-	-	-	-	-	iLF82_1304.LF82_624	5_nucleotid_C,Metallophos
SL1344_0035	90371.CY43_00170	1.71e-191	530.0	28ICJ@1|root,2Z8EW@2|Bacteria,1R61P@1224|Proteobacteria,1S0BB@1236|Gammaproteobacteria,3ZKC8@590|Salmonella	1236|Gammaproteobacteria	S	Nucleoside-specific channel-forming protein, Tsx	-	-	-	-	-	-	-	-	-	-	-	-	Channel_Tsx
SL1344_0036	90371.CY43_00175	0.0	1032.0	COG3119@1|root,COG3119@2|Bacteria,1MUJH@1224|Proteobacteria,1RN2V@1236|Gammaproteobacteria,3ZK1P@590|Salmonella	1236|Gammaproteobacteria	P	Type I phosphodiesterase / nucleotide pyrophosphatase	-	-	-	-	-	-	-	-	-	-	-	-	Sulfatase
SL1344_0037	90371.CY43_00180	2.24e-309	840.0	COG0641@1|root,COG0641@2|Bacteria,1MX3M@1224|Proteobacteria,1RN4R@1236|Gammaproteobacteria,3ZJAZ@590|Salmonella	1236|Gammaproteobacteria	C	Iron-sulfur cluster-binding domain	-	-	-	ko:K06871	-	-	-	-	ko00000	-	-	-	Fer4_12,Radical_SAM,SPASM
SL1344_0038	90371.CY43_00185	4.11e-313	851.0	COG3677@1|root,COG3677@2|Bacteria,1R8ZR@1224|Proteobacteria,1T0SX@1236|Gammaproteobacteria,3ZKB0@590|Salmonella	1236|Gammaproteobacteria	L	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_0039	90371.CY43_00190	0.0	1159.0	28MBK@1|root,2ZAQ1@2|Bacteria,1R5CV@1224|Proteobacteria,1RQPD@1236|Gammaproteobacteria,3ZK57@590|Salmonella	1236|Gammaproteobacteria	M	Arylsulfotransferase Ig-like domain	-	-	2.8.2.22	ko:K01023	-	-	-	-	ko00000,ko01000	-	-	-	Arylsulfotran_N,Arylsulfotrans
SL1344_0040	90371.CY43_00195	3.48e-268	735.0	COG3004@1|root,COG3004@2|Bacteria,1MW15@1224|Proteobacteria,1RNDE@1236|Gammaproteobacteria,3ZIYP@590|Salmonella	1236|Gammaproteobacteria	P	) H( ) antiporter that extrudes sodium in exchange for external protons	nhaA	GO:0003674,GO:0005215,GO:0005451,GO:0005488,GO:0005543,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0006873,GO:0006875,GO:0006883,GO:0006885,GO:0006950,GO:0006970,GO:0008150,GO:0008289,GO:0008324,GO:0009628,GO:0009651,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015081,GO:0015291,GO:0015297,GO:0015298,GO:0015299,GO:0015318,GO:0015385,GO:0015491,GO:0015672,GO:0016020,GO:0016021,GO:0019725,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0030004,GO:0030641,GO:0031224,GO:0031226,GO:0034220,GO:0035725,GO:0042592,GO:0043157,GO:0043167,GO:0043168,GO:0044425,GO:0044459,GO:0044464,GO:0046873,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051453,GO:0055065,GO:0055067,GO:0055078,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0099516,GO:1901611,GO:1901612,GO:1902600	-	ko:K03313	-	-	-	-	ko00000,ko02000	2.A.33.1	-	iSF_1195.SF0016,iSFxv_1172.SFxv_0017,iS_1188.S0018	Na_H_antiport_1
SL1344_0041	220341.16501324	5.15e-216	596.0	COG0583@1|root,COG0583@2|Bacteria,1MVHT@1224|Proteobacteria,1RN7G@1236|Gammaproteobacteria,3ZIYQ@590|Salmonella	1236|Gammaproteobacteria	K	LysR substrate binding domain	nhaR	GO:0001121,GO:0001130,GO:0001131,GO:0001140,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031334,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043254,GO:0044087,GO:0044089,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2000142,GO:2000144,GO:2001141	-	ko:K03717	-	-	-	-	ko00000,ko03000	-	-	-	HTH_1,LysR_substrate
SL1344_0042	90371.CY43_00205	0.0	1456.0	COG1501@1|root,COG1501@2|Bacteria,1MWNJ@1224|Proteobacteria,1RMJ9@1236|Gammaproteobacteria,3ZN89@590|Salmonella	1236|Gammaproteobacteria	G	Glycosyl hydrolases family 31	xylS	-	3.2.1.177	ko:K01811	-	-	-	-	ko00000,ko01000	-	GH31	-	DUF4968,DUF5110,Gal_mutarotas_2,Glyco_hydro_31,PA14
SL1344_0043	90371.CY43_00210	0.0	892.0	COG2211@1|root,COG2211@2|Bacteria,1MVUM@1224|Proteobacteria,1RP5J@1236|Gammaproteobacteria,3ZM6T@590|Salmonella	1236|Gammaproteobacteria	P	MFS/sugar transport protein	-	-	-	ko:K03292,ko:K11104	-	-	-	-	ko00000,ko02000	2.A.2,2.A.2.1	-	-	MFS_2
SL1344_0044	1028307.EAE_10835	1.58e-50	160.0	COG0268@1|root,COG0268@2|Bacteria,1MZ94@1224|Proteobacteria,1S9AI@1236|Gammaproteobacteria,3X2II@547|Enterobacter	1236|Gammaproteobacteria	J	30S ribosomal protein S20	rpsT	GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0004857,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008073,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030234,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0042979,GO:0043043,GO:0043086,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050790,GO:0065003,GO:0065007,GO:0065009,GO:0070181,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:0098772,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02968	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S20p
SL1344_0045	220341.16501328	2.24e-45	146.0	2EFES@1|root,3397J@2|Bacteria,1NE6Q@1224|Proteobacteria,1SFJG@1236|Gammaproteobacteria,3ZMNC@590|Salmonella	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2575)	yaaY	GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716	-	-	-	-	-	-	-	-	-	-	DUF2575
SL1344_0046	220341.16501329	1.18e-223	616.0	COG0196@1|root,COG0196@2|Bacteria,1MV9I@1224|Proteobacteria,1RN44@1236|Gammaproteobacteria,3ZJJD@590|Salmonella	1236|Gammaproteobacteria	H	FAD synthetase	ribF	GO:0000166,GO:0003674,GO:0003824,GO:0003919,GO:0005488,GO:0005524,GO:0006139,GO:0006725,GO:0006732,GO:0006747,GO:0006753,GO:0006766,GO:0006767,GO:0006771,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008531,GO:0009058,GO:0009108,GO:0009110,GO:0009117,GO:0009123,GO:0009124,GO:0009156,GO:0009161,GO:0009165,GO:0009231,GO:0009259,GO:0009260,GO:0009398,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016779,GO:0017076,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042364,GO:0042726,GO:0042727,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046390,GO:0046443,GO:0046444,GO:0046483,GO:0051186,GO:0051188,GO:0055086,GO:0070566,GO:0071704,GO:0072387,GO:0072388,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	2.7.1.26,2.7.7.2	ko:K11753	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00161,R00549	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	iETEC_1333.ETEC_0025,iJN746.PP_0602	FAD_syn,Flavokinase
SL1344_0047	90371.CY43_00225	0.0	1937.0	COG0060@1|root,COG0060@2|Bacteria,1MVBQ@1224|Proteobacteria,1RMTF@1236|Gammaproteobacteria,3ZKKV@590|Salmonella	1236|Gammaproteobacteria	J	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)	ileS	GO:0000049,GO:0000166,GO:0002161,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004812,GO:0004822,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006428,GO:0006450,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0042221,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046677,GO:0046872,GO:0046914,GO:0050896,GO:0052689,GO:0065007,GO:0065008,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0106074,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.1.1.5	ko:K01870	ko00970,map00970	M00359,M00360	R03656	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	iG2583_1286.G2583_0027,iPC815.YPO0475	Anticodon_1,tRNA-synt_1,zf-FPG_IleRS
SL1344_0048	90371.CY43_00230	6.5e-119	339.0	COG0597@1|root,COG0597@2|Bacteria,1RGV9@1224|Proteobacteria,1S60E@1236|Gammaproteobacteria,3ZM38@590|Salmonella	1236|Gammaproteobacteria	MU	This protein specifically catalyzes the removal of signal peptides from prolipoproteins	lspA	GO:0003674,GO:0003824,GO:0004175,GO:0004190,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016021,GO:0016787,GO:0019538,GO:0031224,GO:0031226,GO:0034645,GO:0042157,GO:0042158,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044425,GO:0044459,GO:0044464,GO:0070001,GO:0070011,GO:0071704,GO:0071944,GO:0097304,GO:0140096,GO:1901564,GO:1901566,GO:1901576	3.4.23.36	ko:K03101	ko03060,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_A8
SL1344_0049	220341.16501332	8.85e-102	295.0	COG1047@1|root,COG1047@2|Bacteria,1RHD1@1224|Proteobacteria,1S5YP@1236|Gammaproteobacteria,3ZK9M@590|Salmonella	1236|Gammaproteobacteria	G	FKBP-type peptidyl-prolyl cis-trans isomerase	fkpB	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0061077,GO:0071704,GO:0140096,GO:1901564	5.2.1.8	ko:K03774	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	FKBP_C
SL1344_0050	90371.CY43_00240	5.38e-222	612.0	COG0761@1|root,COG0761@2|Bacteria,1MU7G@1224|Proteobacteria,1RMN8@1236|Gammaproteobacteria,3ZJ44@590|Salmonella	1236|Gammaproteobacteria	IM	Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis	ispH	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006090,GO:0006629,GO:0006644,GO:0006720,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009058,GO:0009240,GO:0009987,GO:0016491,GO:0016725,GO:0016726,GO:0019288,GO:0019637,GO:0019682,GO:0019752,GO:0032787,GO:0042380,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046490,GO:0046872,GO:0048037,GO:0050992,GO:0050993,GO:0051536,GO:0051538,GO:0051539,GO:0051540,GO:0051745,GO:0055114,GO:0071704,GO:0090407,GO:1901135,GO:1901576	1.17.7.4	ko:K03527	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05884,R08210	RC01137,RC01487	ko00000,ko00001,ko00002,ko01000	-	-	iECIAI1_1343.ECIAI1_0030,iECW_1372.ECW_m0028,iEKO11_1354.EKO11_3884,iEcHS_1320.EcHS_A0031,iEcolC_1368.EcolC_3626,iPC815.YPO0477,iSFV_1184.SFV_0023,iSF_1195.SF0026,iSFxv_1172.SFxv_0027,iS_1188.S0028,iWFL_1372.ECW_m0028,iYL1228.KPN_00024	LYTB
SL1344_0051	90371.CY43_00245	4.54e-311	845.0	2DC1S@1|root,2ZCHI@2|Bacteria,1RA2Y@1224|Proteobacteria,1SNUI@1236|Gammaproteobacteria,3ZN5N@590|Salmonella	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_0052	90371.CY43_00250	1.43e-221	610.0	COG1957@1|root,COG1957@2|Bacteria,1MUIW@1224|Proteobacteria,1RQ1V@1236|Gammaproteobacteria,3ZMYW@590|Salmonella	1236|Gammaproteobacteria	G	Hydrolyzes both purine and pyrimidine ribonucleosides with a broad-substrate specificity	rihC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006152,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008477,GO:0009056,GO:0009116,GO:0009119,GO:0009164,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019439,GO:0033554,GO:0034641,GO:0034655,GO:0034656,GO:0042278,GO:0042454,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0045437,GO:0046483,GO:0046700,GO:0047622,GO:0047724,GO:0050263,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	-	ko:K12700	-	-	-	-	ko00000,ko01000	-	-	iECNA114_1301.ECNA114_0014,iEcE24377_1341.EcE24377A_0030,iLF82_1304.LF82_1885,iNRG857_1313.NRG857_00145,iYL1228.KPN_00025	IU_nuc_hydro
SL1344_0053	90371.CY43_00255	8.68e-159	445.0	COG4565@1|root,COG4565@2|Bacteria,1P6VJ@1224|Proteobacteria,1RPI7@1236|Gammaproteobacteria,3ZMX4@590|Salmonella	1236|Gammaproteobacteria	K	Transcriptional regulator	citB	-	-	ko:K02475,ko:K07702	ko02020,map02020	M00486	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	CitT,HTH_11,Response_reg
SL1344_0054	90371.CY43_00260	0.0	1055.0	COG3290@1|root,COG3290@2|Bacteria,1MXQ5@1224|Proteobacteria,1RNRF@1236|Gammaproteobacteria,3ZMY1@590|Salmonella	1236|Gammaproteobacteria	T	Single cache domain 3	citA	-	2.7.13.3	ko:K07700	ko02020,map02020	M00486	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HATPase_c_5,PAS,PAS_8,SPOB_a,sCache_3_2
SL1344_0055	90371.CY43_00265	1.08e-287	788.0	COG1883@1|root,COG1883@2|Bacteria,1MV0G@1224|Proteobacteria,1RP3W@1236|Gammaproteobacteria,3ZMX7@590|Salmonella	1236|Gammaproteobacteria	C	Catalyzes the formation of pyruvate from oxaloacetate	oadB	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006113,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008150,GO:0008152,GO:0008948,GO:0009987,GO:0015672,GO:0015980,GO:0016020,GO:0016021,GO:0016829,GO:0016830,GO:0016831,GO:0030001,GO:0031224,GO:0044237,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055114,GO:0071944	4.1.1.3	ko:K01572	ko00620,ko01100,map00620,map01100	-	R00217	RC00040	ko00000,ko00001,ko01000,ko02000	3.B.1.1.1	-	-	OAD_beta
SL1344_0056	90371.CY43_17455	0.0	1118.0	COG0511@1|root,COG5016@1|root,COG0511@2|Bacteria,COG5016@2|Bacteria,1QTTG@1224|Proteobacteria,1RNG6@1236|Gammaproteobacteria,3ZMQZ@590|Salmonella	1236|Gammaproteobacteria	CI	Oxaloacetate decarboxylase	oadA	GO:0003674,GO:0003824,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008150,GO:0008948,GO:0015672,GO:0016829,GO:0016830,GO:0016831,GO:0030001,GO:0051179,GO:0051234	4.1.1.3	ko:K01571	ko00620,ko01100,map00620,map01100	-	R00217	RC00040	ko00000,ko00001,ko01000,ko02000	3.B.1.1.1	-	-	Biotin_lipoyl,HMGL-like,PYC_OADA
SL1344_0057	90371.CY43_00275	1.18e-46	150.0	COG3630@1|root,COG3630@2|Bacteria,1QQX1@1224|Proteobacteria,1RTMK@1236|Gammaproteobacteria,3ZNBX@590|Salmonella	1236|Gammaproteobacteria	C	Lyase and sodium transporter	-	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008150,GO:0008324,GO:0008948,GO:0015075,GO:0015077,GO:0015081,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0016829,GO:0016830,GO:0016831,GO:0022857,GO:0022890,GO:0030001,GO:0031224,GO:0034220,GO:0035725,GO:0036376,GO:0044425,GO:0044464,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0140115	4.1.1.3	ko:K01573	ko00620,ko01100,map00620,map01100	-	R00217	RC00040	ko00000,ko00001,ko01000,ko02000	3.B.1.1.1	-	-	OAD_gamma
SL1344_0058	220341.16501341	2.28e-307	839.0	COG3493@1|root,COG3493@2|Bacteria,1NKCA@1224|Proteobacteria,1RN6E@1236|Gammaproteobacteria,3ZMV9@590|Salmonella	1236|Gammaproteobacteria	U	Uptake of citrate across the boundary membrane with the concomitant uptake of a sodium ion (symport system)	citS	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006101,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008152,GO:0008509,GO:0008514,GO:0009987,GO:0015075,GO:0015291,GO:0015293,GO:0015711,GO:0016020,GO:0016021,GO:0016999,GO:0017144,GO:0019752,GO:0022804,GO:0022857,GO:0031224,GO:0034220,GO:0043436,GO:0044237,GO:0044281,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071704,GO:0071944,GO:0072350,GO:0098656	-	-	-	-	-	-	-	-	-	-	2HCT
SL1344_0059	220341.16501342	1.67e-250	687.0	COG3053@1|root,COG3053@2|Bacteria,1NGEJ@1224|Proteobacteria,1RMMV@1236|Gammaproteobacteria,3ZN2Q@590|Salmonella	1236|Gammaproteobacteria	H	Acetylation of prosthetic group (2-(5''-phosphoribosyl)- 3'-dephosphocoenzyme-A) of the gamma subunit of citrate lyase	citC	-	6.2.1.22	ko:K01910	ko02020,map02020	-	R04449	RC00012,RC00039	ko00000,ko00001,ko01000	-	-	-	Acetyltransf_1,Acetyltransf_10,Citrate_ly_lig
SL1344_0060	220341.16501343	1.54e-57	179.0	COG3052@1|root,COG3052@2|Bacteria,1N20F@1224|Proteobacteria,1SC0V@1236|Gammaproteobacteria,3ZNAW@590|Salmonella	1236|Gammaproteobacteria	C	Covalent carrier of the coenzyme of citrate lyase	citD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	ko:K01646	ko02020,map02020	-	R00362	RC00067,RC01118	ko00000,ko00001	-	-	-	ACP
SL1344_0061	90371.CY43_00295	1.45e-201	558.0	COG2301@1|root,COG2301@2|Bacteria,1MW0A@1224|Proteobacteria,1RNEJ@1236|Gammaproteobacteria,3ZMYE@590|Salmonella	1236|Gammaproteobacteria	G	C-C_Bond_Lyase of the TIM-Barrel fold	-	-	4.1.3.34	ko:K01644	ko02020,map02020	-	R00362	RC00067,RC01118	ko00000,ko00001,ko01000	-	-	-	HpcH_HpaI
SL1344_0062	90371.CY43_00300	0.0	996.0	COG3051@1|root,COG3051@2|Bacteria,1MYI9@1224|Proteobacteria,1RQ32@1236|Gammaproteobacteria,3ZMUR@590|Salmonella	1236|Gammaproteobacteria	C	Citrate lyase, alpha subunit (CitF)	-	-	2.8.3.10	ko:K01643	ko02020,map02020	-	R00362	RC00067,RC01118	ko00000,ko00001,ko01000	-	-	-	CitF
SL1344_0063	90371.CY43_00305	6.6e-134	379.0	COG3697@1|root,COG3697@2|Bacteria,1RDJS@1224|Proteobacteria,1S4KU@1236|Gammaproteobacteria,3ZN8M@590|Salmonella	1236|Gammaproteobacteria	HI	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	-	-	2.7.7.61	ko:K05964	ko02020,map02020	-	R10706	-	ko00000,ko00001,ko01000	-	-	-	CitX
