seq,start,end,strand,locus_tag,com_id,type,description,locus_tag,WT_INPUT_R1,WT_INPUT_R2,WT_INPUT_R3,WT_OUTPUT_R1,WT_OUTPUT_R2,WT_OUTPUT_R3,WT_INPUT_R4,WT_OUTPUT_R4,WT_INPUT_R5,WT_OUTPUT_R5,WT_INPUT_R6,WT_OUTPUT_R6,WT_INPUT_R7,WT_OUTPUT_R7,WT_INPUT_R8,WT_OUTPUT_R8,WT_INPUT_R9,WT_OUTPUT_R9
FQ312003.1,1065575,1065670,1,ncRNA0188,STnc660,sRNA,non-coding,ncRNA0188,95,129,128,102,97,100,103,105,104,92,104,47,96,114,118,92,147,108
FQ312003.1,1170290,1170591,1,ncRNA0189,STnc670,sRNA,non-coding,ncRNA0189,515,535,387,443,306,380,480,346,350,271,511,203,358,281,496,381,543,317
FQ312003.1,1242407,1242503,1,ncRNA0190,STnc680,sRNA,non-coding,ncRNA0190,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
FQ312003.1,2146260,2146324,-1,ncRNA0192,STnc695,sRNA,non-coding,ncRNA0192,3,6,0,6,4,6,4,8,3,8,12,5,16,6,15,10,27,6
FQ312003.1,1295332,1295432,-1,ncRNA0193,STnc720,sRNA,non-coding,ncRNA0193,238,295,231,170,165,193,208,147,217,162,224,122,199,159,205,160,235,175
FQ312003.1,1462355,1462446,-1,ncRNA0194,STnc730,sRNA,non-coding,ncRNA0194,40,49,32,25,30,20,36,20,34,28,22,17,23,26,64,19,23,19
FQ312003.1,2240283,2240365,-1,ncRNA0195,STnc740,sRNA,non-coding,ncRNA0195,234,338,307,185,176,175,209,164,231,171,273,94,239,229,291,186,187,197
FQ312003.1,3684980,3685117,-1,ncRNA0197,STnc760,sRNA,non-coding,ncRNA0197,318,258,204,211,139,188,244,206,209,189,275,128,299,210,280,216,208,222
FQ312003.1,3778179,3778332,-1,ncRNA0198,STnc770,sRNA,non-coding,ncRNA0198,411,269,212,386,127,203,276,188,220,189,289,114,279,200,339,257,315,174
FQ312003.1,3858677,3858992,-1,ncRNA0199,STnc780,sRNA,non-coding,ncRNA0199,1621,1530,1246,1445,818,1143,1218,904,1194,838,1331,619,1264,1073,1315,1025,1549,899
FQ312003.1,4209501,4209698,-1,ncRNA0200,STnc790,sRNA,non-coding,ncRNA0200,128,97,71,155,67,60,99,60,97,70,116,44,97,75,131,93,106,48
FQ312003.1,4236851,4237032,-1,ncRNA0201,STnc800,sRNA,non-coding,ncRNA0201,359,174,181,329,113,177,121,158,209,169,211,108,255,261,235,183,307,165
FQ312003.1,4467935,4467989,-1,ncRNA0202,STnc810,sRNA,non-coding,ncRNA0202,31,23,0,19,11,13,15,5,4,5,4,4,13,8,15,3,7,7
FQ312003.1,1252604,1252674,1,ncRNA0205,STnc850,sRNA,non-coding,ncRNA0205,189,150,148,174,76,98,207,103,145,140,152,73,198,129,199,126,247,123
FQ312003.1,4292541,4292599,1,ncRNA0206,STnc870,sRNA,non-coding,ncRNA0206,8,11,7,8,7,3,11,2,7,2,11,2,7,5,3,5,0,3
FQ312003.1,4486744,4486825,1,ncRNA0207,STnc880,sRNA,non-coding,ncRNA0207,412,239,214,372,150,257,199,200,159,182,244,121,253,226,265,253,191,193
FQ312003.1,14721,14786,1,ncRNA0208,STnc890,sRNA,non-coding,ncRNA0208,300,175,196,283,140,204,186,137,213,120,208,105,168,110,227,183,169,130
FQ312003.1,259067,259166,1,ncRNA0209,STnc920,sRNA,non-coding,ncRNA0209,189,121,100,156,68,76,144,67,105,118,58,67,158,100,141,132,92,99
FQ312003.1,285916,285972,-1,ncRNA0210,STnc925,sRNA,non-coding,ncRNA0210,102,108,47,95,39,72,80,87,70,57,94,55,73,94,163,101,91,75
FQ312003.1,569012,569075,1,ncRNA0212,STnc940,sRNA,non-coding,ncRNA0212,70,47,49,42,35,36,53,20,40,31,61,14,52,27,70,29,62,28
FQ312003.1,573180,573240,1,ncRNA0213,STnc950,sRNA,non-coding,ncRNA0213,67,37,26,50,11,19,41,36,23,29,35,23,56,22,35,41,51,36
FQ312003.1,889559,889716,-1,ncRNA0214,STnc970,sRNA,non-coding,ncRNA0214,245,180,134,198,82,103,125,141,120,126,169,69,165,118,90,148,182,143
FQ312003.1,41628,41707,1,ncRNA0215,STnc1010,sRNA,non-coding,ncRNA0215,255,194,166,158,76,146,168,136,133,117,163,52,134,130,162,124,217,113
FQ312003.1,350913,351100,-1,ncRNA0217,STnc1040,sRNA,non-coding,ncRNA0217,312,392,348,282,205,264,299,224,292,257,377,161,268,247,298,245,370,220
FQ312003.1,497374,497538,-1,ncRNA0218,STnc1065,sRNA,non-coding,ncRNA0218,345,206,251,194,75,103,197,173,199,186,233,114,258,186,248,201,368,203
FQ312003.1,974643,974892,1,ncRNA0219,STnc1070,sRNA,non-coding,ncRNA0219,908,694,512,787,353,544,597,357,472,459,650,281,538,444,651,489,796,507
FQ312003.1,1062744,1062806,-1,ncRNA0220,STnc1080,sRNA,non-coding,ncRNA0220,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
FQ312003.1,1252559,1252626,-1,ncRNA0221,STnc1090,sRNA,non-coding,ncRNA0221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FQ312003.1,1435600,1435729,1,ncRNA0222,STnc1100,sRNA,non-coding,ncRNA0222,242,854,672,167,364,480,407,333,289,371,433,208,473,360,489,288,425,244
FQ312003.1,1913611,1913755,-1,ncRNA0223,STnc1130,sRNA,non-coding,ncRNA0223,31,44,50,36,35,51,42,45,24,31,54,23,69,24,20,33,44,44
FQ312003.1,2222978,2223134,1,ncRNA0224,STnc1150,sRNA,non-coding,ncRNA0224,56,80,94,53,36,43,34,33,51,41,95,41,19,55,73,52,69,56
FQ312003.1,2760371,2760451,-1,ncRNA0225,STnc1160,sRNA,non-coding,ncRNA0225,198,206,170,206,91,116,180,128,110,125,165,54,158,88,83,147,163,112
FQ312003.1,3312425,3312492,-1,ncRNA0226,STnc1170,sRNA,non-coding,ncRNA0226,21,54,35,20,24,45,25,15,43,19,29,15,47,17,35,27,62,29
FQ312003.1,4559882,4559976,-1,ncRNA0227,STnc1180,sRNA,non-coding,ncRNA0227,411,312,276,312,158,230,226,199,245,241,273,135,340,273,300,286,332,234
FQ312003.1,4601020,4601437,1,ncRNA0228,STnc1190,sRNA,non-coding,ncRNA0228,1374,1086,749,1132,543,718,646,532,653,555,856,313,821,720,1088,691,1039,634
FQ312003.1,924755,924838,-1,ncRNA0229,STnc1200,sRNA,non-coding,ncRNA0229,59,110,67,63,39,43,36,38,55,39,54,23,39,39,90,42,47,36
FQ312003.1,1292946,1293012,1,ncRNA0230,STnc1210,sRNA,non-coding,ncRNA0230,60,80,85,27,49,55,64,42,40,43,93,17,82,32,66,55,86,40
FQ312003.1,1448717,1448790,-1,ncRNA0231,STnc1220,sRNA,non-coding,ncRNA0231,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FQ312003.1,1992502,1992663,-1,ncRNA0232,STnc1275,sRNA,non-coding,ncRNA0232,38,50,69,67,36,33,53,42,42,52,41,25,52,30,50,58,82,24
FQ312003.1,2039987,2040056,1,ncRNA0233,STnc1280,sRNA,non-coding,ncRNA0233,39,56,47,25,12,39,27,34,46,39,47,19,44,42,20,35,88,23
FQ312003.1,2002639,2002727,-1,ncRNA0234,STnc1285,sRNA,non-coding,ncRNA0234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FQ312003.1,2070801,2070885,-1,ncRNA0235,STnc1290,sRNA,non-coding,ncRNA0235,211,187,127,182,113,94,121,91,109,101,206,73,136,136,193,124,99,157
FQ312003.1,2174385,2174466,1,ncRNA0236,STnc1320,sRNA,non-coding,ncRNA0236,1664,1204,1429,788,485,830,1281,839,739,481,748,293,1218,967,1434,763,1356,921
FQ312003.1,2319949,2320037,-1,ncRNA0237,STnc1340,sRNA,non-coding,ncRNA0237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FQ312003.1,2729633,2729701,-1,ncRNA0238,STnc1380,sRNA,non-coding,ncRNA0238,234,233,207,198,119,157,155,164,154,160,209,133,155,145,261,206,157,113
FQ312003.1,2747045,2747185,1,ncRNA0239,STnc1385,sRNA,non-coding,ncRNA0239,136,80,56,121,53,57,66,60,99,60,64,36,89,64,140,57,73,67
FQ312003.1,2770950,2771060,-1,ncRNA0241,STnc1400,sRNA,non-coding,ncRNA0241,10,5,4,10,6,3,12,3,2,1,26,2,0,6,0,7,8,11
FQ312003.1,3038068,3038192,-1,ncRNA0242,STnc1405,sRNA,non-coding,ncRNA0242,174,595,456,115,289,355,388,278,257,261,407,153,263,343,334,338,382,253
FQ312003.1,3048829,3048931,1,ncRNA0243,STnc1410,sRNA,non-coding,ncRNA0243,0,4,2,1,7,2,0,2,5,3,6,3,0,0,0,0,12,1
FQ312003.1,4403809,4404049,-1,ncRNA0244,STnc1460,sRNA,non-coding,ncRNA0244,330,226,218,349,146,182,199,168,210,186,118,111,229,230,247,248,265,240
FQ312003.1,2953268,2953441,1,ncRNA0245,STnc1490,sRNA,non-coding,ncRNA0245,1080,987,846,1288,543,780,706,709,550,733,868,382,691,679,922,816,1042,720
FQ312003.1,138099,138274,-1,ncRNA0246,STnc1500,sRNA,non-coding,ncRNA0246,5,3,1,2,1,2,2,0,3,3,5,1,6,4,3,6,0,0
FQ312003.1,237090,237187,1,ncRNA0247,STnc1510,sRNA,non-coding,ncRNA0247,402,262,231,290,135,196,212,192,221,178,254,112,213,176,231,207,276,213
FQ312003.1,2101639,2101726,1,ncRNA0248,STnc1530,sRNA,non-coding,ncRNA0248,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FQ312003.1,2321039,2321137,-1,ncRNA0249,STnc1540,sRNA,non-coding,ncRNA0249,53,62,48,66,33,32,63,50,38,52,56,20,51,60,77,40,63,49
FQ312003.1,2437664,2437808,1,ncRNA0251,STnc1550,sRNA,non-coding,ncRNA0251,25,35,7,11,4,8,11,27,7,17,1,3,25,14,6,11,13,9
FQ312003.1,2488464,2488645,1,ncRNA0253,STnc1565,sRNA,non-coding,ncRNA0253,37,26,9,30,8,28,25,20,27,24,15,8,48,39,74,24,18,20
FQ312003.1,3633246,3633424,-1,ncRNA0255,STnc1590,sRNA,non-coding,ncRNA0255,268,157,156,240,99,125,141,127,126,145,196,84,166,98,227,144,174,151
FQ312003.1,4356615,4356686,1,ncRNA0256,STnc1600,sRNA,non-coding,ncRNA0256,79,33,27,65,19,33,25,23,14,53,49,27,43,26,65,37,32,37
FQ312003.1,1345902,1345970,1,ncRNA0257,STnc1640,sRNA,non-coding,ncRNA0257,188,218,144,148,113,130,176,120,177,112,179,75,147,156,198,146,193,145
FQ312003.1,3489124,3489247,-1,ncRNA0259,STnc1660,sRNA,non-coding,ncRNA0259,7,10,5,12,8,7,8,6,6,9,8,2,4,4,28,4,10,7
FQ312003.1,3593793,3593888,1,ncRNA0260,STnc1670,sRNA,non-coding,ncRNA0260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
FQ312003.1,3604973,3605468,-1,ncRNA0261,STnc1675,sRNA,non-coding,ncRNA0261,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FQ312003.1,2897018,2897102,1,ncRNA0262,STnc1680,sRNA,non-coding,ncRNA0262,2,6,5,5,0,4,3,4,1,2,5,7,0,1,0,2,15,11
FQ312003.1,2936813,2937274,-1,ncRNA0263,STnc1685,sRNA,non-coding,ncRNA0263,708,617,582,541,280,328,475,353,463,374,534,245,570,371,578,543,569,413
FQ312003.1,1931466,1931545,1,ncRNA0264,STnc1690,sRNA,non-coding,ncRNA0264,100,76,108,101,51,43,87,63,71,71,74,36,71,47,67,66,93,47
FQ312003.1,386379,386476,1,ncRNA0265,STnc1700,sRNA,non-coding,ncRNA0265,0,1,7,1,5,3,0,0,5,0,8,0,0,0,0,2,14,1
FQ312003.1,932196,932336,1,ncRNA0266,STnc1710,sRNA,non-coding,ncRNA0266,231,378,247,201,219,237,274,200,189,191,264,86,249,216,232,224,255,197
FQ312003.1,1292834,1292935,-1,ncRNA0267,STnc1760,sRNA,non-coding,ncRNA0267,179,230,216,208,136,156,163,133,173,139,155,72,232,155,201,140,164,153
FQ312003.1,3349046,3349187,-1,ncRNA0268,STnc1820,sRNA,non-coding,ncRNA0268,579,456,362,496,262,333,461,284,365,311,444,193,475,314,461,344,469,311
FQ312003.1,3739676,3739897,-1,ncRNA0269,STnc1830,sRNA,non-coding,ncRNA0269,655,782,603,531,405,584,557,403,437,454,577,256,578,425,560,450,588,423
FQ312003.1,617316,617426,1,ncRNA0270,STnc1870,sRNA,non-coding,ncRNA0270,61,57,38,35,33,48,68,37,41,29,42,30,37,43,62,41,41,43
FQ312003.1,1153744,1153841,1,ncRNA0271,STnc1880,sRNA,non-coding,ncRNA0271,253,236,184,178,114,145,207,157,145,107,179,56,183,142,215,140,216,123
FQ312003.1,2250890,2250936,1,ncRNA0272,STnc1890,sRNA,non-coding,ncRNA0272,144,212,142,146,101,98,147,102,115,110,179,74,114,96,111,91,122,100
FQ312003.1,2756548,2756647,1,ncRNA0273,STnc1920,sRNA,non-coding,ncRNA0273,282,404,388,177,214,285,307,267,207,200,366,133,285,259,320,269,355,242
FQ312003.1,1294842,1294986,1,ncRNA0274,STnc1990,sRNA,non-coding,ncRNA0274,253,204,226,178,125,187,162,187,154,123,198,77,200,143,226,182,162,147
FQ312003.1,1204288,1204375,-1,ncRNA0275,STnc2000,sRNA,non-coding,ncRNA0275,208,149,99,190,96,115,189,146,146,131,166,55,191,177,210,132,153,166
FQ312003.1,1353823,1353961,1,ncRNA0276,STnc2010,sRNA,non-coding,ncRNA0276,44,43,40,31,20,41,43,42,30,36,18,12,52,25,54,40,39,35
FQ312003.1,1784647,1784727,1,ncRNA0277,STnc2030,sRNA,non-coding,ncRNA0277,49,35,37,54,21,30,51,17,32,24,31,9,22,18,32,20,49,28
FQ312003.1,1819354,1819407,-1,ncRNA0278,STnc2040,sRNA,non-coding,ncRNA0278,75,93,51,61,56,56,19,24,52,58,43,25,59,46,106,47,30,61
FQ312003.1,2672471,2672567,-1,ncRNA0279,STnc2070,sRNA,non-coding,ncRNA0279,104,100,83,89,47,77,85,51,74,69,65,31,103,52,99,55,119,85
FQ312003.1,2759411,2759518,-1,ncRNA0280,STnc2080,sRNA,non-coding,ncRNA0280,458,326,306,399,167,232,201,216,249,157,349,138,235,234,383,271,288,228
FQ312003.1,2808306,2808466,1,ncRNA0281,STnc2090,sRNA,non-coding,ncRNA0281,335,275,230,394,165,163,236,213,216,270,256,125,222,234,291,286,237,226
FQ312003.1,3550904,3550967,1,ncRNA0282,STnc2100,sRNA,non-coding,ncRNA0282,50,48,19,73,24,38,23,28,23,32,53,16,38,37,56,51,15,36
FQ312003.1,4030646,4030694,-1,ncRNA0283,STnc2110,sRNA,non-coding,ncRNA0283,17,4,4,16,5,5,19,9,12,7,15,6,11,3,7,12,1,14
FQ312003.1,4475778,4475869,1,ncRNA0284,STnc2130,sRNA,non-coding,ncRNA0284,8,9,8,2,1,3,0,4,0,1,6,2,2,3,7,6,6,2
FQ312003.1,4683636,4683699,-1,ncRNA0285,STnc2160,sRNA,non-coding,ncRNA0285,145,80,90,76,34,44,85,63,45,58,71,34,53,73,82,72,102,61
FQ312003.1,1553670,1553725,-1,ncRNA0286,STnc2170,sRNA,non-coding,ncRNA0286,23,17,7,26,19,10,20,8,13,16,9,19,32,19,25,16,11,10
FQ312003.1,1568855,1568928,-1,ncRNA0287,STnc2175,sRNA,non-coding,ncRNA0287,28,21,12,37,16,20,17,12,33,21,37,9,17,14,10,15,11,18
FQ312003.1,1992863,1992915,-1,ncRNA0288,STnc2180,sRNA,non-coding,ncRNA0288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FQ312003.1,4591417,4591510,1,ncRNA0289,STnc3000,sRNA,non-coding,ncRNA0289,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FQ312003.1,3038686,3038786,1,ncRNA0290,STnc3020,sRNA,non-coding,ncRNA0290,47,179,137,24,82,104,81,55,65,57,95,28,55,56,59,63,88,36
FQ312003.1,3250105,3250210,1,ncRNA0291,STnc3030,sRNA,non-coding,ncRNA0291,169,133,107,123,70,112,95,93,64,80,156,40,133,89,151,119,219,84
FQ312003.1,1198645,1198752,1,ncRNA0292,STnc3040,sRNA,non-coding,ncRNA0292,32,26,18,17,16,19,17,24,11,6,33,8,14,20,14,16,15,21
FQ312003.1,3533707,3533790,1,ncRNA0293,STnc3060,sRNA,non-coding,ncRNA0293,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FQ312003.1,2851166,2851225,-1,ncRNA0294,STnc3070,sRNA,non-coding,ncRNA0294,18,9,6,6,4,2,7,3,8,5,0,1,13,9,14,5,3,5
FQ312003.1,2974259,2974404,-1,ncRNA0295,STnc3080,sRNA,non-coding,ncRNA0295,1,2,1,5,6,1,11,3,5,5,1,2,9,11,4,4,4,2
FQ312003.1,245837,245954,1,ncRNA0297,STnc3100,sRNA,non-coding,ncRNA0297,155,114,89,117,63,80,116,76,78,78,83,51,122,54,151,97,54,101
FQ312003.1,249152,249277,1,ncRNA0298,STnc3110,sRNA,non-coding,ncRNA0298,50,29,27,75,31,20,15,31,23,53,54,21,23,34,70,25,53,59
FQ312003.1,4249941,4250111,1,ncRNA0299,STnc3120,sRNA,non-coding,ncRNA0299,117,107,72,110,56,73,70,64,97,66,60,32,51,66,106,94,94,72
FQ312003.1,3109884,3109981,-1,ncRNA0300,STnc3140,sRNA,non-coding,ncRNA0300,88,262,209,76,156,179,56,55,93,69,87,46,108,47,55,46,110,76
FQ312003.1,3273499,3273824,-1,ncRNA0301,STnc3150,sRNA,non-coding,ncRNA0301,350,264,270,326,148,182,227,163,228,231,231,112,270,164,314,268,242,216
FQ312003.1,4070921,4071037,-1,ncRNA0303,STnc3170,sRNA,non-coding,ncRNA0303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
FQ312003.1,668610,668715,1,ncRNA0304,STnc3180,sRNA,non-coding,ncRNA0304,53,79,32,33,34,56,49,37,42,39,66,25,28,54,51,42,87,46
FQ312003.1,16444,16493,-1,ncRNA0305,STnc3200,sRNA,non-coding,ncRNA0305,45,239,236,53,118,136,135,115,164,150,167,72,137,151,121,146,169,99
FQ312003.1,17024,17111,1,ncRNA0306,STnc3210,sRNA,non-coding,ncRNA0306,0,4,8,2,2,1,7,23,2,5,1,2,4,2,7,3,9,0
FQ312003.1,61806,62034,1,ncRNA0307,STnc3220,sRNA,non-coding,ncRNA0307,1214,968,853,1102,566,655,848,614,711,637,869,397,747,687,1004,792,1115,635
FQ312003.1,74890,75015,-1,ncRNA0308,STnc3230,sRNA,non-coding,ncRNA0308,26,32,22,33,18,17,57,14,38,23,17,13,42,31,32,47,6,25
FQ312003.1,376114,376194,1,ncRNA0309,STnc3270,sRNA,non-coding,ncRNA0309,144,148,105,123,73,48,115,81,120,96,183,66,142,102,137,105,165,102
FQ312003.1,418335,418463,-1,ncRNA0310,STnc3280,sRNA,non-coding,ncRNA0310,131,83,67,103,38,73,134,80,57,54,76,36,53,77,92,90,120,88
FQ312003.1,738319,738476,1,ncRNA0311,STnc3290,sRNA,non-coding,ncRNA0311,22,14,23,20,10,8,22,7,10,9,14,5,7,3,17,20,44,10
FQ312003.1,748525,748639,-1,ncRNA0312,STnc3300,sRNA,non-coding,ncRNA0312,55,36,23,31,33,37,50,20,23,25,29,17,57,23,54,19,33,22
FQ312003.1,1009198,1009379,-1,ncRNA0313,STnc3310,sRNA,non-coding,ncRNA0313,280,247,181,254,115,172,232,179,171,165,246,82,251,201,350,237,280,182
FQ312003.1,1047889,1048059,1,ncRNA0316,STnc3350,sRNA,non-coding,ncRNA0316,27,12,17,28,7,3,33,9,18,9,10,4,16,11,27,27,10,13
FQ312003.1,1154914,1155001,1,ncRNA0317,STnc3400,sRNA,non-coding,ncRNA0317,103,131,99,108,66,106,149,82,67,88,96,46,56,105,121,91,95,92
FQ312003.1,1254995,1255077,-1,ncRNA0318,STnc3410,sRNA,non-coding,ncRNA0318,138,65,99,88,33,37,64,67,59,62,115,28,88,52,105,68,58,52
FQ312003.1,1289666,1289799,-1,ncRNA0319,STnc3420,sRNA,non-coding,ncRNA0319,438,847,732,389,486,606,559,378,478,408,624,219,474,447,593,464,724,430
FQ312003.1,1294945,1295057,-1,ncRNA0320,STnc3430,sRNA,non-coding,ncRNA0320,215,407,346,176,180,250,210,137,230,196,256,103,182,197,251,161,252,166
FQ312003.1,1303293,1303380,1,ncRNA0321,STnc3440,sRNA,non-coding,ncRNA0321,2,1,5,1,6,3,11,1,0,0,4,1,1,8,12,1,3,0
FQ312003.1,1363844,1363959,1,ncRNA0322,STnc3460,sRNA,non-coding,ncRNA0322,324,258,241,287,128,179,222,196,191,220,237,110,181,212,327,187,293,209
FQ312003.1,1519286,1519550,1,ncRNA0323,STnc3480,sRNA,non-coding,ncRNA0323,178,158,166,172,127,129,211,143,188,163,170,61,135,172,258,164,175,127
FQ312003.1,4395572,4395691,-1,ncRNA0324,STnc3490,sRNA,non-coding,ncRNA0324,832,557,509,823,347,483,544,367,448,501,531,236,506,381,565,530,527,374
FQ312003.1,1495397,1495512,1,ncRNA0325,STnc3500,sRNA,non-coding,ncRNA0325,86,86,66,61,42,70,102,47,49,69,52,34,95,88,72,84,75,85
FQ312003.1,1506477,1506597,-1,ncRNA0326,STnc3510,sRNA,non-coding,ncRNA0326,148,535,429,125,254,365,327,242,277,234,399,159,422,276,402,278,389,214
FQ312003.1,1605697,1605912,-1,ncRNA0327,STnc3540,sRNA,non-coding,ncRNA0327,113,65,42,65,57,57,61,47,58,52,44,29,72,55,77,48,99,39
FQ312003.1,689831,689990,-1,ncRNA0328,STnc3550,sRNA,non-coding,ncRNA0328,135,79,78,115,62,67,44,54,53,92,84,41,87,57,97,79,88,59
FQ312003.1,1798671,1798838,1,ncRNA0329,STnc3580,sRNA,non-coding,ncRNA0329,46,76,61,73,31,49,50,46,56,62,39,30,71,58,67,35,75,73
FQ312003.1,1812088,1812328,1,ncRNA0330,STnc3600,sRNA,non-coding,ncRNA0330,142,110,103,129,59,103,80,102,100,87,165,45,103,75,111,86,103,91
FQ312003.1,1850045,1850400,-1,ncRNA0331,STnc3610,sRNA,non-coding,ncRNA0331,35,26,13,32,21,26,25,12,26,23,31,23,30,9,28,33,26,43
FQ312003.1,1866667,1866855,1,ncRNA0332,STnc3620,sRNA,non-coding,ncRNA0332,77,64,51,84,38,30,54,55,55,47,49,20,71,48,73,69,105,71
FQ312003.1,1894038,1894125,1,ncRNA0333,STnc3630,sRNA,non-coding,ncRNA0333,261,280,228,326,169,200,187,148,211,167,261,87,248,182,292,169,208,162
FQ312003.1,2088047,2088176,1,ncRNA0335,STnc3680,sRNA,non-coding,ncRNA0335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FQ312003.1,2131884,2131995,1,ncRNA0336,STnc3700,sRNA,non-coding,ncRNA0336,106,84,62,99,42,44,90,52,62,52,83,45,115,84,102,62,93,99
FQ312003.1,2449086,2449281,-1,ncRNA0338,STnc3730,sRNA,non-coding,ncRNA0338,185,97,99,128,51,65,86,86,92,107,57,54,104,103,132,116,188,95
FQ312003.1,2503723,2503803,-1,ncRNA0339,STnc3750,sRNA,non-coding,ncRNA0339,560,658,440,469,309,396,488,370,424,328,465,197,584,358,537,429,619,389
FQ312003.1,2743287,2743373,1,ncRNA0340,STnc3770,sRNA,non-coding,ncRNA0340,218,182,111,229,79,97,157,115,134,119,158,90,185,116,191,141,235,128
FQ312003.1,2810662,2810743,1,ncRNA0341,STnc3790,sRNA,non-coding,ncRNA0341,159,138,115,161,61,84,98,101,120,83,152,64,121,88,176,147,79,121
FQ312003.1,2824672,2824885,-1,ncRNA0342,STnc3800,sRNA,non-coding,ncRNA0342,534,462,370,355,238,313,364,259,295,299,421,157,403,257,408,327,482,276
FQ312003.1,3186440,3186534,-1,ncRNA0343,STnc3830,sRNA,non-coding,ncRNA0343,2,0,0,0,0,0,0,0,4,2,0,2,6,1,2,0,3,4
FQ312003.1,3275930,3276099,-1,ncRNA0344,STnc3850,sRNA,non-coding,ncRNA0344,224,180,117,209,87,134,147,114,123,160,193,74,169,100,201,138,150,139
FQ312003.1,3283747,3283846,-1,ncRNA0345,STnc3860,sRNA,non-coding,ncRNA0345,73,43,51,59,19,37,49,32,39,59,42,20,22,35,65,45,83,42
FQ312003.1,3296885,3297024,-1,ncRNA0346,STnc3870,sRNA,non-coding,ncRNA0346,309,224,175,284,109,152,176,136,170,171,133,84,214,128,187,180,176,161
FQ312003.1,3305409,3305514,1,ncRNA0347,STnc3880,sRNA,non-coding,ncRNA0347,271,394,386,230,219,262,267,188,249,196,265,153,282,244,277,235,255,203
FQ312003.1,3322950,3323039,1,ncRNA0348,STnc3890,sRNA,non-coding,ncRNA0348,631,498,382,472,233,293,375,284,352,294,400,206,448,333,440,315,414,295
FQ312003.1,3349507,3349727,1,ncRNA0349,STnc3920,sRNA,non-coding,ncRNA0349,1036,831,738,929,433,470,827,500,596,709,782,416,792,640,841,677,777,611
FQ312003.1,3480986,3481116,-1,ncRNA0350,STnc3950,sRNA,non-coding,ncRNA0350,146,80,93,131,45,76,88,71,77,82,55,38,139,98,134,106,89,80
FQ312003.1,3491489,3491596,1,ncRNA0351,STnc3960,sRNA,non-coding,ncRNA0351,261,173,148,199,98,95,157,143,162,150,164,82,154,162,187,140,153,134
FQ312003.1,3507593,3507677,-1,ncRNA0352,STnc3970,sRNA,non-coding,ncRNA0352,10,22,9,15,2,5,9,13,18,10,4,4,10,15,19,11,31,6
FQ312003.1,3587261,3587429,-1,ncRNA0353,STnc3990,sRNA,non-coding,ncRNA0353,313,313,205,331,254,231,329,177,210,165,284,112,292,174,292,254,315,244
FQ312003.1,3619656,3619755,1,ncRNA0354,STnc4000,sRNA,non-coding,ncRNA0354,0,10,23,9,2,4,10,9,10,10,0,3,0,7,0,3,17,7
FQ312003.1,3729765,3729898,1,ncRNA0355,STnc4010,sRNA,non-coding,ncRNA0355,145,117,129,147,71,91,95,50,122,78,115,46,93,130,150,104,140,118
FQ312003.1,3801173,3801277,1,ncRNA0356,STnc4020,sRNA,non-coding,ncRNA0356,110,280,293,86,206,212,280,115,169,159,176,91,191,176,228,166,226,147
FQ312003.1,3993820,3993944,-1,ncRNA0357,STnc4040,sRNA,non-coding,ncRNA0357,0,0,0,0,0,0,0,0,1,1,1,2,0,2,1,0,0,0
FQ312003.1,4334756,4334855,-1,ncRNA0358,STnc4070,sRNA,non-coding,ncRNA0358,271,216,226,236,139,153,133,145,195,163,217,104,219,138,212,189,261,150
FQ312003.1,4339812,4339929,-1,ncRNA0359,STnc4080,sRNA,non-coding,ncRNA0359,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
FQ312003.1,4448719,4448843,1,ncRNA0360,STnc4100,sRNA,non-coding,ncRNA0360,147,181,142,143,91,106,111,126,99,148,147,76,142,111,95,142,157,118
FQ312003.1,4562396,4562497,1,ncRNA0361,STnc4110,sRNA,non-coding,ncRNA0361,47,32,26,38,19,24,53,17,24,13,31,13,46,22,23,17,42,18
FQ312003.1,4650287,4650410,-1,ncRNA0362,STnc4120,sRNA,non-coding,ncRNA0362,134,100,83,96,56,86,73,64,88,59,88,47,98,58,104,75,144,74
FQ312003.1,4796787,4796863,-1,ncRNA0363,STnc4130,sRNA,non-coding,ncRNA0363,378,278,225,423,143,184,290,213,225,237,292,135,308,253,300,270,309,265
